name,address,link,type of education,n_students,neighborhood,type,School Target,Other_schools_target,School fundamental,Other_schools_fundamental
C B S de Kamperschouw,Nieuwstraat 32,/basisscholen/kamperland/5620/c-b-s-de-kamperschouw/,Prot. christelijk,123.0,Kamperland,Basic School,70.6,55.8,96.8,94.7
School Met De Bijbel,Hogeweg 47,/basisscholen/kamperveen/9678/school-met-de-bijbel/,Prot. christelijk,28.0,Kamperveen,Basic School,57.6,58.3,97.0,95.4
de Koldewijn Schoele,Zuideinde West 7,/basisscholen/kamperveen/24847/de-koldewijn-schoele/,Prot. christelijk,75.0,Kamperveen,Basic School,64.0,55.8,94.7,94.7
Openbare School Klinkenborg,Pastorieweg 6,/basisscholen/kantens/4676/openbare-school-klinkenborg/,Openbaar Basisonderwijs39,39.0,Kantens,Basic School,61.5,59.2,100.0,95.6
Openbare Basisschool de Moolhoek,Vroonlandseweg 49 C,/basisscholen/kapelle/25495/openbare-basisschool-de-moolhoek/,Openbaar Basisonderwijs164,164.0,Kapelle,Basic School,53.6,58.3,93.0,95.4
Alberoschool CBS 't Honk,Vroonlandseweg 49D,/basisscholen/kapelle/10687/alberoschool-cbs-t-honk/,Prot. christelijk,295.0,Kapelle,Basic School,68.7,61.1,96.6,96.0
"Kindcentrum De Linge, voor christelijk basisonderwijs & kinderopvang",Noordstraat 5,/basisscholen/kapelle/10688/kindcentrum-de-linge-voor-christelijk-basisonderwijs-en-kinderopvang/,Prot. christelijk,101.0,Kapelle,Basic School,68.3,55.6,98.4,94.4
Juliana van Stolbergschool,Kerkplein 15,/basisscholen/kapelle/24404/juliana-van-stolbergschool/,Prot. christelijk,321.0,Kapelle,Basic School,73.3,62.0,97.7,96.4
School voor SBO Samuël,Coxstraat 9,/basisscholen/kapelle/12288/school-voor-sbo-samuel/,Prot. christelijk,112.0,Kapelle,Basic School,39.3,27.3,21.7,65.2
School voor (Voortgezet) Speciaal Onderwijs Eben-Haezer,Coxstraat 9,/basisscholen/kapelle/12289/school-voor-voortgezet-speciaal-onderwijs-eben-haezer/,Prot. christelijk,39.0,Kapelle,Basic School,,,,
Gisbertus Voetiusschool,Louise de Colignylaan 1,/basisscholen/katwijk/8892/gisbertus-voetiusschool/,Prot. christelijk,177.0,Katwijk,Basic School,76.3,58.3,99.5,95.4
Groen van Prinstererschool,Piet Heinlaan 3,/basisscholen/katwijk/25204/groen-van-prinstererschool/,Prot. christelijk,262.0,Katwijk,Basic School,53.7,55.8,92.2,94.7
Farèlschool,Koninginneweg 38,/basisscholen/katwijk/5271/farelschool/,Prot. christelijk,206.0,Katwijk,Basic School,55.7,55.8,99.2,94.7
Christelijke Opleidingsschool,Parklaan 118,/basisscholen/katwijk/9176/christelijke-opleidingsschool/,Prot. christelijk,383.0,Katwijk,Basic School,53.5,59.2,97.3,95.6
Marnixschool,Schimmelpenninckstraat 2,/basisscholen/katwijk/9177/marnixschool/,Prot. christelijk,239.0,Katwijk,Basic School,55.2,55.3,95.4,94.4
Oranjeschool,Secr Varkevisserstraat 178,/basisscholen/katwijk/25170/oranjeschool/,Prot. christelijk,191.0,Katwijk,Basic School,64.3,52.4,93.8,93.6
Het Noorderlicht,Jan Tooropstraat 30 A,/basisscholen/katwijk/25171/het-noorderlicht/,Prot. christelijk,213.0,Katwijk,Basic School,61.7,55.3,98.8,94.4
Gasp De Colignyschool,Weth F E Meerburg sr kd 38,/basisscholen/katwijk/26486/gasp-de-colignyschool/,Overige Basisonderwijs130,130.0,Katwijk,Basic School,49.2,55.8,94.4,94.7
Mr. J.J.L. van der Brugghenschool,Schimmelpenninckstraat 8,/basisscholen/katwijk/25163/mr-jjl-van-der-brugghenschool/,Prot. christelijk,405.0,Katwijk,Basic School,46.6,54.5,94.4,94.2
Prins Willem-Alexanderschool,Parsstraat 1,/basisscholen/katwijk/25297/prins-willem-alexanderschool/,Prot. christelijk,97.0,Katwijk,Basic School,45.5,49.0,90.9,92.6
Rehobothschool,Poolster 4,/basisscholen/katwijk/25152/rehobothschool/,Prot. christelijk,284.0,Katwijk,Basic School,46.3,58.3,90.9,95.4
IKC De Duinroos,Prinses Irenelaan 49,/basisscholen/katwijk/9178/ikc-de-duinroos/,Prot. christelijk,432.0,Katwijk,Basic School,67.7,55.8,99.0,94.7
Willem van Veenschool,Huetingstraat 17,/basisscholen/katwijk/5273/willem-van-veenschool/,Prot. christelijk,202.0,Katwijk,Basic School,44.0,59.2,94.4,95.6
Sjaloomschool,Stadhoudersdreef 65,/basisscholen/katwijk/9179/sjaloomschool/,Prot. christelijk,102.0,Katwijk,Basic School,45.8,49.0,96.0,92.6
R.K. basisschool de Horizon,Mgr Bekkersstraat 1 B,/basisscholen/katwijk/9491/rk-basisschool-de-horizon/,Katholiek Basisonderwijs231,231.0,Katwijk,Basic School,53.8,61.1,96.8,96.0
De Windvang,Nolensstraat 1,/basisscholen/katwijk/9597/de-windvang/,Prot. christelijk,100.0,Katwijk,Basic School,9.3,39.3,4.5,54.5
De Leidse Buitenschool,Duinoordweg 2,/basisscholen/katwijk/5713/de-leidse-buitenschool/,Algemeen bijzonder,136.0,Katwijk,Basic School,,,,
obs De Verrekijker,1e Mientlaan 33-35,/basisscholen/katwijk/24079/obs-de-verrekijker/,Openbaar Basisonderwijs139,139.0,Katwijk,Basic School,20.0,10.0,76.7,36.7
Daltonschool Katwijk i.o.,van Lierestraat 2,/basisscholen/katwijk/6066/daltonschool-katwijk-io/,Openbaar Basisonderwijs63,63.0,Katwijk,Basic School,37.2,44.7,94.9,90.8
OBS De Sterrenkijker - Kedichem,Koningin Wilhelminalaan 17,/basisscholen/kedichem/10818/obs-de-sterrenkijker-kedichem/,Openbaar Basisonderwijs42,42.0,Kedichem,Basic School,33.3,58.4,92.3,95.4
Bernardusschool,St. Bernardusstraat 2,/basisscholen/keijenborg/11654/bernardusschool/,Algemeen bijzonder,94.0,Keijenborg,Basic School,49.1,61.1,90.3,96.0
Basisschool St. Laurentius,Schoolstraat 7,/basisscholen/kekerdom/9358/basisschool-st-laurentius/,Katholiek Basisonderwijs65,65.0,Kekerdom,Basic School,61.4,61.1,100.0,96.0
OBS De Verhalentuin,Prins Bernhardstraat 5,/basisscholen/kelpen-oler/26794/obs-de-verhalentuin/,Openbaar Basisonderwijs36,36.0,Kelpen-Oler,Basic School,22.2,22.2,96.7,53.3
De Blinker Basisschool,Korte Daver 1,/basisscholen/kerk-avezaath-gem-buren/10521/de-blinker-basisschool/,Openbaar Basisonderwijs235,235.0,Kerk-Avezaath (Gem. Buren),Basic School,64.4,62.0,97.0,96.4
Rooms Katholieke Basisschool Monseigneur Zwijsen,Ipperakkeren 13,/basisscholen/kerkdriel/5793/rooms-katholieke-basisschool-monseigneur-zwijsen/,Katholiek Basisonderwijs607,607.0,Kerkdriel,Basic School,68.7,58.4,97.6,95.4
Basisschool De Meidoorn,Kerkstraat 42,/basisscholen/kerkdriel/6909/basisschool-de-meidoorn/,Openbaar Basisonderwijs129,129.0,Kerkdriel,Basic School,68.4,51.0,97.4,92.9
KC De Bosrand,Jan Haarstraat 28,/basisscholen/kerkenveld/11288/kc-de-bosrand/,Openbaar Basisonderwijs38,38.0,Kerkenveld,Basic School,74.1,59.2,98.1,95.6
SBO Arcadia,Schoolstraat 86 -88,/basisscholen/kerkrade/10447/sbo-arcadia/,Katholiek Speciaal,113.0,Kerkrade,Basic School,5.9,5.9,5.9,47.1
Basisschool De Schakel,Leliestraat 31,/basisscholen/kerkrade/10452/basisschool-de-schakel/,Katholiek Basisonderwijs249,249.0,Kerkrade,Basic School,52.3,48.5,94.6,92.0
Basisschool Bleijerheide,Bleijerheiderstraat 125,/basisscholen/kerkrade/10453/basisschool-bleijerheide/,Katholiek Basisonderwijs195,195.0,Kerkrade,Basic School,56.8,52.4,97.9,93.6
Basisschool de Spoorzoeker,Plein 36,/basisscholen/kerkrade/6501/basisschool-de-spoorzoeker/,Katholiek Basisonderwijs304,304.0,Kerkrade,Basic School,66.0,52.4,96.0,93.6
Basisschool Steltloper Kerkrade,Dir van der Muhlenlaan 30,/basisscholen/kerkrade/10458/basisschool-steltloper-kerkrade/,Katholiek Basisonderwijs257,257.0,Kerkrade,Basic School,54.8,48.5,95.0,92.0
Basisschool De Doorkijk,Singelweg 5,/basisscholen/kerkrade/6503/basisschool-de-doorkijk/,Katholiek Basisonderwijs347,347.0,Kerkrade,Basic School,64.8,58.4,95.7,95.4
Rooms Katholieke Basisschool De Blokkenberg,Akkerheide 19,/basisscholen/kerkrade/10459/rooms-katholieke-basisschool-de-blokkenberg/,Katholiek Basisonderwijs218,218.0,Kerkrade,Basic School,54.5,55.8,94.7,94.7
Basisschool Sint Ursula,O.L.Vrouwestraat 70,/basisscholen/kerkrade/10462/basisschool-sint-ursula/,Katholiek Basisonderwijs239,239.0,Kerkrade,Basic School,66.7,62.0,96.8,96.4
Basisschool De Diabolo,Mr. Absilstraat 6,/basisscholen/kerkrade/6510/basisschool-de-diabolo/,Katholiek Basisonderwijs203,203.0,Kerkrade,Basic School,62.4,55.8,96.2,94.7
ZMLK School St Jan Baptist,Schoolstraat 81,/basisscholen/kerkrade/6512/zmlk-school-st-jan-baptist/,Algemeen bijzonder,119.0,Kerkrade,Basic School,70.9,7.5,5.6,72.2
Openbare Basisschool de Schatkist,Feldbiss 210,/basisscholen/kerkrade/6520/openbare-basisschool-de-schatkist/,Openbaar Basisonderwijs148,148.0,Kerkrade,Basic School,35.7,48.4,92.3,92.1
Kindcentrum De Morgenster,Vloedstraat 15,/basisscholen/kerkwerve/10691/kindcentrum-de-morgenster/,Prot. christelijk,62.0,Kerkwerve,Basic School,54.2,58.8,97.2,95.4
PCB de Rank,Molenstraat 50,/basisscholen/kerkwijk/24705/pcb-de-rank/,Prot. christelijk,76.0,Kerkwijk,Basic School,60.6,58.3,93.9,95.4
KC LEEF,Merwijckstraat 16,/basisscholen/kessel/7798/kc-leef/,Katholiek Basisonderwijs222,222.0,Kessel,Basic School,51.5,59.2,95.6,95.6
Basisschool Eikerwijs,Schoolstraat 7,/basisscholen/kessel/7800/basisschool-eikerwijs/,Katholiek Basisonderwijs42,42.0,Kessel,Basic School,63.0,52.4,98.8,93.6
Christelijke Basisschool Het Kompas,Joost van den Vondelstr 1 B,/basisscholen/kesteren/10271/christelijke-basisschool-het-kompas/,Prot. christelijk,207.0,Kesteren,Basic School,54.5,55.8,92.5,94.7
Openbare Daltonschool Het Palet,Jacob Catsstraat 2 A,/basisscholen/kesteren/25123/openbare-daltonschool-het-palet/,Openbaar Basisonderwijs55,55.0,Kesteren,Basic School,36.5,50.4,84.4,92.8
Hervormde Basisschool De Wegwijzer,Nedereindsestraat 27 D,/basisscholen/kesteren/11148/hervormde-basisschool-de-wegwijzer/,Prot. christelijk,363.0,Kesteren,Basic School,64.1,58.3,97.4,95.4
Basisschool Laetare,Schoolstraat 2,/basisscholen/kilder/5170/basisschool-laetare/,Katholiek Basisonderwijs105,105.0,Kilder,Basic School,62.0,59.2,98.0,95.6
Reformatorische Basisschool,Kreupeleweg 4,/basisscholen/klaaswaal/8857/reformatorische-basisschool/,Prot. christelijk,140.0,Klaaswaal,Basic School,58.5,59.2,93.2,95.6
Christelijke Basisschool De Vliet,Berkenlaan 16,/basisscholen/klaaswaal/5802/christelijke-basisschool-de-vliet/,Prot. christelijk,65.0,Klaaswaal,Basic School,60.3,62.0,92.9,96.4
Basisschool de Blieken,Klaverbladstraat 1,/basisscholen/klaaswaal/6299/basisschool-de-blieken/,Openbaar Basisonderwijs127,127.0,Klaaswaal,Basic School,54.3,58.3,92.2,95.4
Wereldschool De Vlinder,Klarenbeekseweg 129,/basisscholen/klarenbeek-gem-apeldoorn/24612/wereldschool-de-vlinder/,Openbaar Basisonderwijs162,162.0,Klarenbeek (Gem. Apeldoorn),Basic School,64.1,55.8,96.2,94.7
Rooms Katholieke Basisschool De Kopermolen,Kopermolenweg 8,/basisscholen/klarenbeek-gem-voorst/11451/rooms-katholieke-basisschool-de-kopermolen/,Katholiek Basisonderwijs189,189.0,Klarenbeek (Gem. Voorst),Basic School,63.4,62.0,95.6,96.4
De Brug,Derksweg 264,/basisscholen/klazienaveen/10541/de-brug/,Prot. christelijk,159.0,Klazienaveen,Basic School,39.4,58.4,92.3,95.4
De Kap,De Kap 14,/basisscholen/klazienaveen/6610/de-kap/,Prot. christelijk,105.0,Klazienaveen,Basic School,45.7,52.4,97.1,93.6
OBS Klazienaveen,Van Echtenstraat 26,/basisscholen/klazienaveen/26729/obs-klazienaveen/,Openbaar Basisonderwijs304,304.0,Klazienaveen,Basic School,52.5,55.8,89.9,94.7
Sint-Henricusschool,Jhr M W C de Jongestraat 26,/basisscholen/klazienaveen/24397/sint-henricusschool/,Katholiek Basisonderwijs226,226.0,Klazienaveen,Basic School,50.9,55.3,92.8,94.4
Pastoor Middelkoopschool,Meridiaan 154,/basisscholen/klazienaveen/24415/pastoor-middelkoopschool/,Katholiek Basisonderwijs202,202.0,Klazienaveen,Basic School,40.3,55.3,90.7,94.4
RK Basisschool Sint Antonius,Klein Zundertseweg 58,/basisscholen/klein-zundert/8414/rk-basisschool-sint-antonius/,Katholiek Basisonderwijs290,290.0,Klein Zundert,Basic School,64.4,62.0,98.1,96.4
Basisschool Ummer Clumme,Kerkveldweg 1,/basisscholen/klimmen/6441/basisschool-ummer-clumme/,Katholiek Basisonderwijs209,209.0,Klimmen,Basic School,67.2,63.6,98.4,96.4
"OdyZee, hoofdlocatie Kloetinge",Oostmolenweg 81,/basisscholen/kloetinge-gem-goes/22384/odyzee-hoofdlocatie-kloetinge/,Algemeen bijzonder,109.0,Kloetinge (Gem. Goes),Basic School,,,,
Integraal Kindcentrum Kloetinge,Zomerweg 2,/basisscholen/kloetinge-gem-goes/25514/integraal-kindcentrum-kloetinge/,Openbaar Basisonderwijs208,208.0,Kloetinge (Gem. Goes),Basic School,71.5,60.8,97.6,96.0
Basisschool Mandegoud,Halsemastraat 6 B,/basisscholen/kloosterburen/8250/basisschool-mandegoud/,Openbaar Basisonderwijs97,97.0,Kloosterburen,Basic School,46.5,55.8,87.9,94.7
Cantecleer,Schoolstraat 32,/basisscholen/kloosterhaar/10755/cantecleer/,Openbaar Basisonderwijs107,107.0,Kloosterhaar,Basic School,58.2,55.3,100.0,94.4
't Getij,Oosthof 1,/basisscholen/kloosterzande/5473/t-getij/,Openbaar Basisonderwijs228,228.0,Kloosterzande,Basic School,58.7,55.8,97.8,94.7
SBO Het Palet,Mauritsweg 20,/basisscholen/klundert/11069/sbo-het-palet/,Prot. christelijk,119.0,Klundert,Basic School,3.6,32.1,21.4,32.1
Rooms Katholieke Basisschool De Rietvest,Keenestraat 7,/basisscholen/klundert/11075/rooms-katholieke-basisschool-de-rietvest/,Katholiek Basisonderwijs149,149.0,Klundert,Basic School,52.8,58.3,96.5,95.4
cbs De Molenvliet,Graaf Florisstraat 1 A,/basisscholen/klundert/7213/cbs-de-molenvliet/,Prot. christelijk,108.0,Klundert,Basic School,51.0,51.0,93.7,92.9
Christelijke Basisschool Het Bastion,von Kropffplein 2,/basisscholen/klundert/7215/christelijke-basisschool-het-bastion/,Prot. christelijk,201.0,Klundert,Basic School,59.9,59.2,97.4,95.6
Meester Gijbelsschool,Steenselseweg 8,/basisscholen/knegsel/12098/meester-gijbelsschool/,Katholiek Basisonderwijs104,104.0,Knegsel,Basic School,65.7,63.6,97.2,96.4
WereldKidz Kockenest,Drie Stammenweg 2,/basisscholen/kockengen/26316/wereldkidz-kockenest/,Openbaar Basisonderwijs90,90.0,Kockengen,Basic School,64.4,63.6,97.0,96.4
School met de Bijbel De Wegwijzer,Schoolweg 1,/basisscholen/kockengen/12338/school-met-de-bijbel-de-wegwijzer/,Prot. christelijk,177.0,Kockengen,Basic School,61.0,60.8,93.9,96.0
Openbare Basisschool Zandloper,Schoolstraat 15,/basisscholen/koedijk-gem-alkmaar/11340/openbare-basisschool-zandloper/,Openbaar Basisonderwijs232,232.0,Koedijk (Gem. Alkmaar),Basic School,64.7,59.2,96.5,95.6
Prins Johan Frisoschool voor Christelijk Basisonderwijs,Prinses Christinalaan 8,/basisscholen/koekange/5859/prins-johan-frisoschool-voor-christelijk-basisonderwijs/,Prot. christelijk,63.0,Koekange,Basic School,60.3,59.2,92.3,95.6
Basisschool De Rozebottel,Sportlaan 14,/basisscholen/koekange/7470/basisschool-de-rozebottel/,Openbaar Basisonderwijs115,115.0,Koekange,Basic School,48.0,58.3,94.7,95.4
Rooms Katholieke Basisschool De Vlaswiek,Eikenlaan 22,/basisscholen/koewacht/5463/rooms-katholieke-basisschool-de-vlaswiek/,Katholiek Basisonderwijs95,95.0,Koewacht,Basic School,57.1,55.8,95.2,94.7
OBS Oetkomst,Eikenlaan 1,/basisscholen/kolham/25847/obs-oetkomst/,Openbaar Basisonderwijs102,102.0,Kolham,Basic School,56.3,55.8,94.3,94.7
Basisschool Op Avontuur,Sportstraat 3,/basisscholen/kolhorn/6262/basisschool-op-avontuur/,Openbaar Basisonderwijs98,98.0,Kolhorn,Basic School,49.6,58.3,96.5,95.4
CBS Prins Bernhardschool,Bernhardlaan 42,/basisscholen/kollum/25571/cbs-prins-bernhardschool/,Prot. christelijk,126.0,Kollum,Basic School,56.0,58.3,95.3,95.4
CBS Koningin Juliana,Tsjerk Hiddesstraat 4,/basisscholen/kollum/25564/cbs-koningin-juliana/,Prot. christelijk,124.0,Kollum,Basic School,55.9,59.2,96.2,95.6
Openbare Basisschool Prof Casimir,Tsjerk Hiddesstraat  4B,/basisscholen/kollum/10372/openbare-basisschool-prof-casimir/,Openbaar Basisonderwijs202,202.0,Kollum,Basic School,46.9,55.3,94.3,94.4
Basisschool De Wegwijzer Christelijk Basisonderwijs,Jakob de Graafstraat 1 A,/basisscholen/kollumerpomp/25534/basisschool-de-wegwijzer-christelijk-basisonderwijs/,Prot. christelijk,34.0,Kollumerpomp,Basic School,58.3,55.8,94.4,94.7
De Stapstien,Skoallestrjitte 14,/basisscholen/kollumersweach/25574/de-stapstien/,Prot. christelijk,246.0,Kollumersweach,Basic School,52.6,55.8,93.7,94.7
cbs De Rietstek,Wigbold van Ewsumstraat 1,/basisscholen/kommerzijl/10616/cbs-de-rietstek/,Prot. christelijk,66.0,Kommerzijl,Basic School,56.5,60.8,95.7,96.0
Basisschool 't Keuningshöfke,Karel V Straat 45,/basisscholen/koningsbosch/10412/basisschool-t-keuningshofke/,Katholiek Basisonderwijs114,114.0,Koningsbosch,Basic School,57.0,55.8,95.6,94.7
KC Avonturier,Rector Isidorusstraat 5,/basisscholen/koningslust/11600/kc-avonturier/,Katholiek Basisonderwijs61,61.0,Koningslust,Basic School,57.1,58.3,100.0,95.4
De Golfbreker,Papiermolen 18,/basisscholen/koog-aan-de-zaan/5940/de-golfbreker/,Katholiek Basisonderwijs383,383.0,Koog aan de Zaan,Basic School,57.9,62.0,92.8,96.4
Basisschool de Piramide,Boschjesstraat 66,/basisscholen/koog-aan-de-zaan/5942/basisschool-de-piramide/,Samenwerking Basisonderwijs288,288.0,Koog aan de Zaan,Basic School,71.2,58.8,97.0,95.4
Dynamica Onderwijs,Molenwerf 1 C,/basisscholen/koog-aan-de-zaan/7351/dynamica-onderwijs/,Openbaar Speciaal,141.0,Koog aan de Zaan,Basic School,,,,
Openbare School voor Speciaal Onderwijs De Boei,Sportstraat 1,/basisscholen/koog-aan-de-zaan/7352/openbare-school-voor-speciaal-onderwijs-de-boei/,Openbaar Speciaal,164.0,Koog aan de Zaan,Basic School,4.3,4.3,8.7,47.8
Openbare Basisschool De Watermolen,Molenwerf 3,/basisscholen/koog-aan-de-zaan/7353/openbare-basisschool-de-watermolen/,Openbaar Basisonderwijs210,210.0,Koog aan de Zaan,Basic School,54.5,59.2,94.7,95.6
Openbare Basisschool De Lindenboom,Raadhuisstraat 57,/basisscholen/koog-aan-de-zaan/7354/openbare-basisschool-de-lindenboom/,Openbaar Basisonderwijs76,76.0,Koog aan de Zaan,Basic School,38.6,49.0,93.9,92.6
basisschool CBS 'de Merlettes',Goudtsjeblom-strjitte 22,/basisscholen/kootstertille/5704/basisschool-cbs-de-merlettes/,Prot. christelijk,97.0,Kootstertille,Basic School,43.8,50.4,92.4,92.8
De Balkwar,Swanneblom-strjitte 11,/basisscholen/kootstertille/6399/de-balkwar/,Openbaar Basisonderwijs92,92.0,Kootstertille,Basic School,39.6,48.4,86.5,92.1
Basisschool Oranje Nassau - school met de Bijbel,Linthorst Homanloane 5,/basisscholen/kootstertille/22683/basisschool-oranje-nassau-school-met-de-bijbel/,Prot. christelijk,49.0,Kootstertille,Basic School,66.7,55.8,100.0,94.7
Rehobothschool,Schoonbeekhof 53,/basisscholen/kootwijkerbroek/4782/rehobothschool/,Prot. christelijk,644.0,Kootwijkerbroek,Basic School,50.3,52.4,92.4,93.6
Koningin Beatrixschool,Kosterijweg 5-7,/basisscholen/kootwijkerbroek/8542/koningin-beatrixschool/,Prot. christelijk,257.0,Kootwijkerbroek,Basic School,51.6,55.3,95.4,94.4
sws De Groene Borg,Provincialeweg 55,/basisscholen/kornhorn/10609/sws-de-groene-borg/,Samenwerking Basisonderwijs45,45.0,Kornhorn,Basic School,82.8,59.2,98.9,95.6
St. Antoniusschool,Zuidsingel 50,/basisscholen/kortenhoef/25237/st-antoniusschool/,Katholiek Basisonderwijs226,226.0,Kortenhoef,Basic School,58.2,63.6,97.3,96.4
Curtevenne-Basisschool,Parklaan 3,/basisscholen/kortenhoef/10024/curtevenne-basisschool/,Openbaar Basisonderwijs151,151.0,Kortenhoef,Basic School,57.1,62.0,95.8,96.4
Protestants Christelijke Basisschool De Regenboog,Elbert Mooijlaan 86,/basisscholen/kortenhoef/8345/protestants-christelijke-basisschool-de-regenboog/,Prot. christelijk,245.0,Kortenhoef,Basic School,62.4,64.7,98.3,96.7
IKC De Zuidvliet,Stadspolderlaan 6,/basisscholen/kortgene/25498/ikc-de-zuidvliet/,Openbaar Basisonderwijs134,134.0,Kortgene,Basic School,57.6,58.3,95.8,95.4
Samenwerkingsschool MeerWaarde,Prinses Margrietstraat 2,/basisscholen/koudekerk-aan-den-rijn/24763/samenwerkingsschool-meerwaarde/,Samenwerking Basisonderwijs113,113.0,Koudekerk aan den Rijn,Basic School,54.4,58.4,97.4,95.4
Basisschool De Rank,Artesiaplantsoen 9,/basisscholen/koudekerk-aan-den-rijn/24785/basisschool-de-rank/,Prot. christelijk,171.0,Koudekerk aan den Rijn,Basic School,51.1,59.2,96.7,95.6
CBS 't Klinket,Tramstraat 36,/basisscholen/koudekerke/5621/cbs-t-klinket/,Prot. christelijk,188.0,Koudekerke,Basic School,75.7,62.0,99.3,96.4
Archipelschool De Sprong,Biggekerksestraat 2,/basisscholen/koudekerke/22718/archipelschool-de-sprong/,Openbaar Basisonderwijs109,109.0,Koudekerke,Basic School,63.6,63.3,98.2,96.3
Ontmoetingsschool De Klimbeam,'t Heale Paed 1,/basisscholen/koudum/10044/ontmoetingsschool-de-klimbeam/,Prot. christelijk,233.0,Koudum,Basic School,67.5,58.3,98.7,95.4
Julianabasisschool,Vlierbessestraat 2,/basisscholen/krabbendijke/4926/julianabasisschool/,Prot. christelijk,284.0,Krabbendijke,Basic School,54.3,55.3,96.8,94.4
Kindcentrum De Zevensprong,Appelstraat 2,/basisscholen/krabbendijke/6792/kindcentrum-de-zevensprong/,Prot. christelijk,182.0,Krabbendijke,Basic School,48.1,54.5,91.4,94.2
Basisschool De Klimroos,Hinkelingestraat 8,/basisscholen/krabbendijke/11036/basisschool-de-klimroos/,Openbaar Basisonderwijs66,66.0,Krabbendijke,Basic School,46.9,52.4,99.0,93.6
SWS De Fladderiep,Zuidermeent 3,/basisscholen/kraggenburg/5352/sws-de-fladderiep/,Samenwerking Basisonderwijs100,100.0,Kraggenburg,Basic School,60.2,61.1,97.2,96.0
Het Creiler Woud,Bollenstraat 66,/basisscholen/kreileroord/12174/het-creiler-woud/,Prot. christelijk,39.0,Kreileroord,Basic School,46.7,47.6,93.3,91.7
OBS Flora,Baken 19,/basisscholen/krimpen-aan-de-lek/10091/obs-flora/,Openbaar Basisonderwijs84,84.0,Krimpen aan de Lek,Basic School,61.4,57.9,93.9,95.3
obs Prinses Irene,Klaverstraat 1,/basisscholen/krimpen-aan-de-lek/10092/obs-prinses-irene/,Openbaar Basisonderwijs203,203.0,Krimpen aan de Lek,Basic School,54.0,60.8,94.3,96.0
De Wegwijzer,Admiraal de Ruyterstraat 1,/basisscholen/krimpen-aan-de-lek/10506/de-wegwijzer/,Prot. christelijk,176.0,Krimpen aan de Lek,Basic School,64.1,59.2,91.7,95.6
Basisschool het Octaaf,Da Capo 4,/basisscholen/krimpen-aan-den-ijssel/4788/basisschool-het-octaaf/,Katholiek Basisonderwijs344,344.0,Krimpen aan den IJssel,Basic School,63.4,62.0,96.2,96.4
Jacobus Koelmanschool,Vijverlaan 513,/basisscholen/krimpen-aan-den-ijssel/8754/jacobus-koelmanschool/,Prot. christelijk,195.0,Krimpen aan den IJssel,Basic School,60.5,59.2,91.3,95.6
Johannes Calvynschool,Buys Ballotsingel 45,/basisscholen/krimpen-aan-den-ijssel/4842/johannes-calvynschool/,Prot. christelijk,252.0,Krimpen aan den IJssel,Basic School,60.5,55.8,93.5,94.7
Admiraal De Ruyterschool,Kerkdreef 1 A,/basisscholen/krimpen-aan-den-ijssel/8755/admiraal-de-ruyterschool/,Prot. christelijk,211.0,Krimpen aan den IJssel,Basic School,55.6,58.3,90.7,95.4
Kortland,Ouverturelaan 105,/basisscholen/krimpen-aan-den-ijssel/10530/kortland/,Openbaar Basisonderwijs324,324.0,Krimpen aan den IJssel,Basic School,54.3,54.5,90.3,94.2
Openbare Basisschool De Groeiplaneet,Wielerbaan 17,/basisscholen/krimpen-aan-den-ijssel/10532/openbare-basisschool-de-groeiplaneet/,Openbaar Basisonderwijs269,269.0,Krimpen aan den IJssel,Basic School,55.7,57.9,93.4,95.3
Basisschool Het Mozaïek,Una Corda 34,/basisscholen/krimpen-aan-den-ijssel/10846/basisschool-het-mozaiek/,Prot. christelijk,170.0,Krimpen aan den IJssel,Basic School,56.9,62.0,93.3,96.4
Protestants Christelijke Basisschool de Wegwijzer,Hyacint 1 A,/basisscholen/krimpen-aan-den-ijssel/7659/protestants-christelijke-basisschool-de-wegwijzer/,Prot. christelijk,214.0,Krimpen aan den IJssel,Basic School,40.6,59.2,93.6,95.6
Protestants Christelijke Basisschool het Kompas,Patrijzenstraat 53,/basisscholen/krimpen-aan-den-ijssel/7660/protestants-christelijke-basisschool-het-kompas/,Prot. christelijk,426.0,Krimpen aan den IJssel,Basic School,52.7,58.3,90.5,95.4
Rudolf Steiner School Krimpen,Memlingstraat 2,/basisscholen/krimpen-aan-den-ijssel/23953/rudolf-steiner-school-krimpen/,Algemeen bijzonder,192.0,Krimpen aan den IJssel,Basic School,61.8,63.6,96.1,96.4
De Hoeksteen,Rosariumpark 182,/basisscholen/krommenie/9859/de-hoeksteen/,Katholiek Basisonderwijs499,499.0,Krommenie,Basic School,58.6,59.2,96.1,95.6
Christelijke Basisschool De Evenaar,Jupiterstraat 139,/basisscholen/krommenie/9860/christelijke-basisschool-de-evenaar/,Prot. christelijk,156.0,Krommenie,Basic School,58.5,58.3,94.3,95.4
Openbare Basisschool De Overhaal,Krommeniedijk 13,/basisscholen/krommenie/7356/openbare-basisschool-de-overhaal/,Openbaar Basisonderwijs85,85.0,Krommenie,Basic School,57.1,62.0,97.6,96.4
Openbare Basisschool De Komeet,Jupiterstraat 141,/basisscholen/krommenie/11201/openbare-basisschool-de-komeet/,Openbaar Basisonderwijs356,356.0,Krommenie,Basic School,63.3,55.6,94.4,94.4
