name,address,link,type of education,n_students,neighborhood,type,School Target,Other_schools_target,School fundamental,Other_schools_fundamental
Basisschool Het Winterkoninkje 2e Montessori-School,Hasebroekstraat 113,/basisscholen/amsterdam/10872/basisschool-het-winterkoninkje-2e-montessori-school/,Openbaar Basisonderwijs377,377.0,Amsterdam,Basic School,69.4,68.2,97.2,97.2
10e Montessorischool De Meidoorn,Chasséstraat 59,/basisscholen/amsterdam/6994/10e-montessorischool-de-meidoorn/,Openbaar Basisonderwijs264,264.0,Amsterdam,Basic School,61.6,63.6,97.6,96.4
Kindcentrum de Vindplaats,Jan Den Haenstraat 41,/basisscholen/amsterdam/10873/kindcentrum-de-vindplaats/,Openbaar Basisonderwijs234,234.0,Amsterdam,Basic School,38.4,46.0,91.8,91.1
Annie M.G. Schmidtschool,Pieter Langendijkstraat 44,/basisscholen/amsterdam/6995/annie-mg-schmidtschool/,Openbaar Basisonderwijs352,352.0,Amsterdam,Basic School,70.7,68.2,97.8,97.2
OBS Leonardo da Vinci,Nassaukade 342 a,/basisscholen/amsterdam/6996/obs-leonardo-da-vinci/,Openbaar Basisonderwijs275,275.0,Amsterdam,Basic School,72.8,66.8,100.0,97.0
Daltonschool De Waterkant,Bilderdijkpark 18,/basisscholen/amsterdam/10874/daltonschool-de-waterkant/,Openbaar Basisonderwijs328,328.0,Amsterdam,Basic School,67.0,63.6,97.1,96.4
OBS Multatuli,Sara Burgerhartstraat 5,/basisscholen/amsterdam/6997/obs-multatuli/,Openbaar Basisonderwijs206,206.0,Amsterdam,Basic School,55.2,51.0,93.0,92.9
De Zeeheld,Roggeveenstraat 14,/basisscholen/amsterdam/6998/de-zeeheld/,Openbaar Basisonderwijs288,288.0,Amsterdam,Basic School,61.2,66.8,95.9,97.0
Daltonschool De Spaarndammerhout,Revaleiland 1B,/basisscholen/amsterdam/6999/daltonschool-de-spaarndammerhout/,Openbaar Basisonderwijs379,379.0,Amsterdam,Basic School,58.2,63.6,93.3,96.4
Tijl Uilenspiegelschool,Tijl Uilenspiegelstraat 11,/basisscholen/amsterdam/10876/tijl-uilenspiegelschool/,Openbaar Basisonderwijs294,294.0,Amsterdam,Basic School,45.4,46.0,93.2,91.1
Onze Wereld,Kortvoort 61 E,/basisscholen/amsterdam/26070/onze-wereld/,Samenwerking Basisonderwijs175,175.0,Amsterdam,Basic School,40.3,46.0,91.7,91.1
Levensbeschouwelijke basisschool De Polsstok,EGoli 2,/basisscholen/amsterdam/26063/levensbeschouwelijke-basisschool-de-polsstok/,Overige Basisonderwijs264,264.0,Amsterdam,Basic School,45.0,48.5,89.8,92.0
Basisschool Achtsprong,Huntum 14,/basisscholen/amsterdam/26058/basisschool-achtsprong/,Overige Basisonderwijs261,261.0,Amsterdam,Basic School,33.7,46.0,87.7,91.1
IKC Knotwilg,Vreeswijkpad 5a-d,/basisscholen/amsterdam/26072/ikc-knotwilg/,Samenwerking Basisonderwijs234,234.0,Amsterdam,Basic School,47.2,46.0,87.0,91.1
Samenspel 1,Kantershof 636,/basisscholen/amsterdam/26071/samenspel-1/,Samenwerking Basisonderwijs616,616.0,Amsterdam,Basic School,44.9,48.4,90.0,91.9
Samenspel 2,Kantershof 641,/basisscholen/amsterdam/26073/samenspel-2/,Samenwerking Basisonderwijs,,Amsterdam,Basic School,,,,
Klaverblad,Darlingstraat 1,/basisscholen/amsterdam/26059/klaverblad/,Overige Basisonderwijs236,236.0,Amsterdam,Basic School,42.6,47.6,89.3,91.7
Mobiel,Reigersbos 313,/basisscholen/amsterdam/26048/mobiel/,Algemeen bijzonder,147.0,Amsterdam,Basic School,36.7,46.1,83.3,91.1
De Blauwe Lijn,Kortvoort 61 A,/basisscholen/amsterdam/7078/de-blauwe-lijn/,Openbaar Basisonderwijs321,321.0,Amsterdam,Basic School,32.9,46.0,84.5,91.1
IKC de Brink,Mijehof 302,/basisscholen/amsterdam/10950/ikc-de-brink/,Openbaar Basisonderwijs226,226.0,Amsterdam,Basic School,35.6,48.4,86.9,91.9
Bijlmerhorst,EGoli 12,/basisscholen/amsterdam/10952/bijlmerhorst/,Openbaar Basisonderwijs189,189.0,Amsterdam,Basic School,35.6,49.0,85.1,92.6
Wereldwijs,Geerdinkhof 696,/basisscholen/amsterdam/7079/wereldwijs/,Openbaar Basisonderwijs444,444.0,Amsterdam,Basic School,40.3,55.3,87.4,94.4
Cornelis Jetses,Jaargetijden 6,/basisscholen/amsterdam/10953/cornelis-jetses/,Openbaar Basisonderwijs143,143.0,Amsterdam,Basic School,64.0,64.7,99.1,96.7
obs Holendrecht,Holendrechtplein 39-40,/basisscholen/amsterdam/7080/obs-holendrecht/,Openbaar Basisonderwijs187,187.0,Amsterdam,Basic School,29.6,44.6,79.6,90.8
De Ster,Woudrichemstraat 8,/basisscholen/amsterdam/7081/de-ster/,Openbaar Basisonderwijs135,135.0,Amsterdam,Basic School,18.6,49.0,69.2,92.6
Openbare Daltonschool Nellestein,Leksmondplein 31,/basisscholen/amsterdam/10954/openbare-daltonschool-nellestein/,Openbaar Basisonderwijs258,258.0,Amsterdam,Basic School,34.6,52.4,84.6,93.6
De Rozemarn,Huntum 16,/basisscholen/amsterdam/7083/de-rozemarn/,Openbaar Basisonderwijs299,299.0,Amsterdam,Basic School,35.3,45.8,87.8,91.0
De Schakel,Alexander Dumaslaan 9,/basisscholen/amsterdam/7084/de-schakel/,Openbaar Basisonderwijs190,190.0,Amsterdam,Basic School,31.1,46.0,86.4,91.1
De Tamboerijn,Reigersbos 301,/basisscholen/amsterdam/7085/de-tamboerijn/,Openbaar Basisonderwijs390,390.0,Amsterdam,Basic School,44.6,48.4,87.3,92.1
School voor Speciaal Basisonderwijs Prof Dr IC van Houte,Leksmondplein 27,/basisscholen/amsterdam/10955/school-voor-speciaal-basisonderwijs-prof-dr-ic-van-houte/,Openbaar Speciaal,106.0,Amsterdam,Basic School,6.3,9.3,18.8,37.5
OBS Aldoende,Tweede Boerhaavestraat 22,/basisscholen/amsterdam/10979/obs-aldoende/,Openbaar Basisonderwijs365,365.0,Amsterdam,Basic School,64.6,61.1,95.7,96.0
Integraal Kindcentrum De Kaap,Christiaan de Wetstraat 23,/basisscholen/amsterdam/7112/integraal-kindcentrum-de-kaap/,Openbaar Basisonderwijs132,132.0,Amsterdam,Basic School,37.9,43.4,83.9,89.6
Openbare Basisschool De Dapper,Pieter Nieuwlandstraat 3,/basisscholen/amsterdam/7113/openbare-basisschool-de-dapper/,Openbaar Basisonderwijs121,121.0,Amsterdam,Basic School,37.6,55.8,88.7,94.7
Openbare Basisschool Flevopark,Soembawastraat 61,/basisscholen/amsterdam/7114/openbare-basisschool-flevopark/,Openbaar Basisonderwijs246,246.0,Amsterdam,Basic School,38.7,46.1,87.2,91.1
4e Montessorischoolschool de Pinksterbloem,Weesperzijde 57,/basisscholen/amsterdam/7115/4e-montessorischoolschool-de-pinksterbloem/,Openbaar Basisonderwijs374,374.0,Amsterdam,Basic School,70.6,72.7,98.5,97.9
5e Montessorischool Watergraafsmeer,Herschelstraat 4,/basisscholen/amsterdam/7116/5e-montessorischool-watergraafsmeer/,Openbaar Basisonderwijs530,530.0,Amsterdam,Basic School,61.9,77.6,96.6,98.8
SBO Het Spectrum,James Wattstraat 10,/basisscholen/amsterdam/7117/sbo-het-spectrum/,Openbaar Speciaal,101.0,Amsterdam,Basic School,4.2,4.2,37.5,29.2
SBO Het Spectrum vestiging IJburg,Erich Salomonstraat 432,/basisscholen/amsterdam/7118/sbo-het-spectrum-vestiging-ijburg/,Openbaar Speciaal,35.0,Amsterdam,Basic School,6.7,9.3,6.7,33.3
Brede Daltonschool De Meer,"Van ""t Hofflaan 50",/basisscholen/amsterdam/10982/brede-daltonschool-de-meer/,Openbaar Basisonderwijs410,410.0,Amsterdam,Basic School,70.3,68.2,97.7,97.2
De Indische Buurt School,Bankastraat 18,/basisscholen/amsterdam/7119/de-indische-buurt-school/,Openbaar Basisonderwijs251,251.0,Amsterdam,Basic School,41.3,49.0,88.8,92.6
Bataviaschool,Sumatrastraat 87,/basisscholen/amsterdam/24877/bataviaschool/,Openbaar Basisonderwijs140,140.0,Amsterdam,Basic School,0.1,1.0,14.3,14.3
De Kraal,Paradijsplein 2,/basisscholen/amsterdam/10983/de-kraal/,Openbaar Basisonderwijs359,359.0,Amsterdam,Basic School,47.9,55.3,89.7,94.4
Montessorischool Op de Kade,Borneokade 103,/basisscholen/amsterdam/10984/montessorischool-op-de-kade/,Openbaar Basisonderwijs233,233.0,Amsterdam,Basic School,56.6,66.8,92.9,97.0
Dalton Kind Centrum de Kleine Kapitein,Cruquiusweg 88,/basisscholen/amsterdam/10985/dalton-kind-centrum-de-kleine-kapitein/,Openbaar Basisonderwijs152,152.0,Amsterdam,Basic School,65.8,64.7,96.4,96.7
Montessorischool Steigereiland,John Hadleystraat 4,/basisscholen/amsterdam/7121/montessorischool-steigereiland/,Openbaar Basisonderwijs510,510.0,Amsterdam,Basic School,71.2,66.8,96.8,97.0
Laterna Magica,Eva Besnyöstraat 491,/basisscholen/amsterdam/10986/laterna-magica/,Openbaar Basisonderwijs685,685.0,Amsterdam,Basic School,59.3,70.3,96.7,97.6
Montessori Kind Centrum Zeeburgereiland,Faas Wilkesstraat 451,/basisscholen/amsterdam/21162/montessori-kind-centrum-zeeburgereiland/,Openbaar Basisonderwijs299,299.0,Amsterdam,Basic School,64.1,64.7,95.2,96.7
Montessorischool de Amstel,Welnastraat 845,/basisscholen/amsterdam/22881/montessorischool-de-amstel/,Openbaar Basisonderwijs289,289.0,Amsterdam,Basic School,55.8,70.3,93.8,97.6
De Schatkaart,Erich Salomonstraat 432,/basisscholen/amsterdam/26666/de-schatkaart/,Openbaar Basisonderwijs14,14.0,Amsterdam,Basic School,,,,
Cultuurprofielschool De Notenkraker,Theophile de Bockstraat 100 D,/basisscholen/amsterdam/7196/cultuurprofielschool-de-notenkraker/,Openbaar Basisonderwijs609,609.0,Amsterdam,Basic School,71.8,66.8,98.9,97.0
Dr. E. Boekmanschool,Korte Lepelstraat 81,/basisscholen/amsterdam/7197/dr-e-boekmanschool/,Openbaar Basisonderwijs376,376.0,Amsterdam,Basic School,78.8,73.0,98.3,97.9
IKC De Kleine Reus,Noorderstraat 6,/basisscholen/amsterdam/7198/ikc-de-kleine-reus/,Openbaar Basisonderwijs369,369.0,Amsterdam,Basic School,72.9,72.7,99.1,97.9
De Burght,Herengracht 34,/basisscholen/amsterdam/7199/de-burght/,Openbaar Basisonderwijs384,384.0,Amsterdam,Basic School,72.4,68.0,97.9,97.3
2e Daltonschool Pieter Bakkum,Willem Witsenstraat 10,/basisscholen/amsterdam/11057/2e-daltonschool-pieter-bakkum/,Openbaar Basisonderwijs407,407.0,Amsterdam,Basic School,77.7,72.7,99.0,97.9
3e Daltonschool Alberdingk Thijm,Van Ostadestraat 203,/basisscholen/amsterdam/11058/3e-daltonschool-alberdingk-thijm/,Openbaar Basisonderwijs266,266.0,Amsterdam,Basic School,68.1,63.3,95.6,96.3
Dongeschool,Dongestraat 12,/basisscholen/amsterdam/11059/dongeschool/,Openbaar Basisonderwijs378,378.0,Amsterdam,Basic School,66.0,66.8,93.8,97.0
De Springstok,2e Jan vd Heijdenstr 75 -77,/basisscholen/amsterdam/7200/de-springstok/,Openbaar Basisonderwijs143,143.0,Amsterdam,Basic School,49.2,51.0,94.0,92.9
Merkelbachschool,Arent Janszoon Ernststr 128,/basisscholen/amsterdam/11060/merkelbachschool/,Openbaar Basisonderwijs251,251.0,Amsterdam,Basic School,46.9,55.8,89.8,94.7
1e Montessorischool De Wielewaal,Corellistraat 1,/basisscholen/amsterdam/7201/1e-montessorischool-de-wielewaal/,Openbaar Basisonderwijs234,234.0,Amsterdam,Basic School,81.1,72.7,97.6,97.9
Basisschool Anne Frank 6e Montessori-School,Niersstraat 41,/basisscholen/amsterdam/11061/basisschool-anne-frank-6e-montessori-school/,Openbaar Basisonderwijs285,285.0,Amsterdam,Basic School,55.1,70.4,97.4,97.6
9e Montessorischool De Scholekster,Karel du Jardinstraat 76,/basisscholen/amsterdam/7202/9e-montessorischool-de-scholekster/,Openbaar Basisonderwijs234,234.0,Amsterdam,Basic School,51.9,63.6,95.2,96.4
Openbare Montessori Basisschool De Jordaan,Elandsstraat 99,/basisscholen/amsterdam/11064/openbare-montessori-basisschool-de-jordaan/,Openbaar Basisonderwijs376,376.0,Amsterdam,Basic School,75.6,71.1,98.5,97.8
Nicolaas Maes,Nicolaas Maesstraat 124 -126,/basisscholen/amsterdam/11065/nicolaas-maes/,Openbaar Basisonderwijs376,376.0,Amsterdam,Basic School,79.4,72.7,99.3,97.9
De Witte Olifant,Nieuwe Uilenburgerstraat 96,/basisscholen/amsterdam/7203/de-witte-olifant/,Openbaar Basisonderwijs271,271.0,Amsterdam,Basic School,76.6,64.7,97.7,96.7
Basisschool Oscar Carre,1e Jan vd Heijdenstr 161,/basisscholen/amsterdam/7204/basisschool-oscar-carre/,Openbaar Basisonderwijs350,350.0,Amsterdam,Basic School,68.0,64.7,96.6,96.7
Olympiaschool,Stadionkade 113B,/basisscholen/amsterdam/11067/olympiaschool/,Openbaar Basisonderwijs326,326.0,Amsterdam,Basic School,63.9,60.8,97.4,96.0
Theo Thijssenschool Amsterdam,Anjeliersstraat 153-157,/basisscholen/amsterdam/7205/theo-thijssenschool-amsterdam/,Openbaar Basisonderwijs422,422.0,Amsterdam,Basic School,79.9,70.4,98.4,97.6
Basisschool Oostelijke Eilanden,Kraijenhoffstraat 10,/basisscholen/amsterdam/11068/basisschool-oostelijke-eilanden/,Openbaar Basisonderwijs447,447.0,Amsterdam,Basic School,62.3,64.7,97.4,96.7
Kindercampus Zuidas,Antonio Vivaldistraat 15,/basisscholen/amsterdam/23294/kindercampus-zuidas/,Openbaar Basisonderwijs358,358.0,Amsterdam,Basic School,62.0,62.0,94.4,96.4
15e montessorischool van Maas en Waal,Uiterwaardenstraat 544,/basisscholen/amsterdam/24813/15e-montessorischool-van-maas-en-waal/,Openbaar Basisonderwijs279,279.0,Amsterdam,Basic School,58.3,71.1,98.3,97.8
De Kleine Nicolaas,Cornelis Krusemanstraat 10,/basisscholen/amsterdam/25035/de-kleine-nicolaas/,Openbaar Basisonderwijs203,203.0,Amsterdam,Basic School,88.9,68.2,100.0,97.2
Basisschool De Zevensprong,Sint-Hubertpad 6,/basisscholen/amsterdam/23996/basisschool-de-zevensprong/,Algemeen bijzonder,368.0,Amsterdam,Basic School,59.4,64.7,97.1,96.7
Het Gein,Cornelis Aarnoutsstraat 80,/basisscholen/amsterdam/7400/het-gein/,Algemeen bijzonder,382.0,Amsterdam,Basic School,66.9,58.3,96.0,95.4
Piet Hein,Oostelijke Handelskade 6,/basisscholen/amsterdam/7401/piet-hein/,Algemeen bijzonder,394.0,Amsterdam,Basic School,67.1,66.8,96.2,97.0
De Zuiderzee,Brigantijnkade 51,/basisscholen/amsterdam/7402/de-zuiderzee/,Algemeen bijzonder,201.0,Amsterdam,Basic School,53.4,63.6,95.4,96.4
abbs Elzenhagen,N. Lansdorpstraat 2,/basisscholen/amsterdam/7403/abbs-elzenhagen/,Algemeen bijzonder,404.0,Amsterdam,Basic School,58.1,63.6,93.0,96.4
Het Podium,Emmy Andriessestraat 56,/basisscholen/amsterdam/7404/het-podium/,Algemeen bijzonder,267.0,Amsterdam,Basic School,68.2,62.0,96.0,96.4
Koninklijke Visio Onderwijs Amsterdam,Burgemeester Eliasstraat 76,/basisscholen/amsterdam/7547/koninklijke-visio-onderwijs-amsterdam/,Algemeen bijzonder,50.0,Amsterdam,Basic School,,,,
Openbare Basisschool IJplein,Gedempte Insteekhaven 85,/basisscholen/amsterdam/7582/openbare-basisschool-ijplein/,Openbaar Basisonderwijs167,167.0,Amsterdam,Basic School,45.1,48.4,86.3,91.9
Taalschool Innoord,Mussenstraat 26,/basisscholen/amsterdam/26835/taalschool-innoord/,Openbaar Basisonderwijs59,59.0,Amsterdam,Basic School,,,,
De Weidevogel,Dorpsweg Ransdorp 31,/basisscholen/amsterdam/7583/de-weidevogel/,Openbaar Basisonderwijs197,197.0,Amsterdam,Basic School,68.7,70.3,97.4,97.6
School voor Speciaal Basisonderwijs Universum,Th. Weeversweg 4,/basisscholen/amsterdam/7584/school-voor-speciaal-basisonderwijs-universum/,Openbaar Speciaal,152.0,Amsterdam,Basic School,9.3,39.3,57.1,21.4
IKC De Buikslotermeer,Breedveld 7,/basisscholen/amsterdam/11388/ikc-de-buikslotermeer/,Openbaar Basisonderwijs266,266.0,Amsterdam,Basic School,79.9,45.8,98.6,91.0
De Poolster,Plejadenplein 40,/basisscholen/amsterdam/11389/de-poolster/,Openbaar Basisonderwijs231,231.0,Amsterdam,Basic School,48.0,61.1,88.4,96.0
De Vier Windstreken,Parlevinker 11,/basisscholen/amsterdam/7585/de-vier-windstreken/,Openbaar Basisonderwijs275,275.0,Amsterdam,Basic School,51.0,46.0,94.4,91.1
11e Montessorischool Boven 't IJ,Kampina 5,/basisscholen/amsterdam/7586/11e-montessorischool-boven-t-ij/,Openbaar Basisonderwijs331,331.0,Amsterdam,Basic School,59.8,61.1,94.6,96.0
Montessorischool Azalea,Azaleastraat 19,/basisscholen/amsterdam/7587/montessorischool-azalea/,Openbaar Basisonderwijs388,388.0,Amsterdam,Basic School,63.0,61.1,97.0,96.0
Dalton IKC Zeven Zeeën,Banneplein 111,/basisscholen/amsterdam/11390/dalton-ikc-zeven-zeeen/,Openbaar Basisonderwijs141,141.0,Amsterdam,Basic School,44.6,43.4,92.6,89.6
OBS Twiske,Pandorinastraat 7 A,/basisscholen/amsterdam/7588/obs-twiske/,Openbaar Basisonderwijs563,563.0,Amsterdam,Basic School,59.6,62.0,95.0,96.4
OBS Blijhaven,Papaverweg 259,/basisscholen/amsterdam/7589/obs-blijhaven/,Openbaar Basisonderwijs80,80.0,Amsterdam,Basic School,53.3,44.7,93.3,90.8
IJdoornschool,Alkmaarstraat 14,/basisscholen/amsterdam/11392/ijdoornschool/,Openbaar Basisonderwijs295,295.0,Amsterdam,Basic School,53.6,44.6,91.4,90.8
Montessori Kindcentrum Oostzanerwerf,Molenwijk 8,/basisscholen/amsterdam/7590/montessori-kindcentrum-oostzanerwerf/,Openbaar Basisonderwijs108,108.0,Amsterdam,Basic School,36.8,46.1,84.0,91.1
IKC NoordRijk,Braeburnstraat 1,/basisscholen/amsterdam/11393/ikc-noordrijk/,Openbaar Basisonderwijs468,468.0,Amsterdam,Basic School,53.9,59.2,94.9,95.6
Ikc Overhoeks,Grasweg 3,/basisscholen/amsterdam/11394/ikc-overhoeks/,Openbaar Basisonderwijs382,382.0,Amsterdam,Basic School,62.5,62.0,94.8,96.4
Kindercampus Mokum,J.H. Hisgenpad 394,/basisscholen/amsterdam/26692/kindercampus-mokum/,Openbaar Basisonderwijs93,93.0,Amsterdam,Basic School,,,,
IBS Elif,Winterdijkstraat 10,/basisscholen/amsterdam/25488/ibs-elif/,Confessioneel overig,161.0,Amsterdam,Basic School,41.7,46.0,86.1,91.1
IBS Elif Noord,Overslag 1,/basisscholen/amsterdam/26653/ibs-elif-noord/,Confessioneel overig,36.0,Amsterdam,Basic School,,,,
Klein Amsterdam,Tuinderijlaan 2,/basisscholen/amsterdam/25340/klein-amsterdam/,Openbaar Basisonderwijs242,242.0,Amsterdam,Basic School,,,,
Basisschool Leer Unit,Van Moerkerkenstraat 89,/basisscholen/amsterdam/25430/basisschool-leer-unit/,Algemeen bijzonder,44.0,Amsterdam,Basic School,33.3,49.0,86.7,92.6
De Zijderoute,Buskenblaserstraat 65,/basisscholen/amsterdam/25431/de-zijderoute/,Algemeen bijzonder,75.0,Amsterdam,Basic School,,,,
IBS De Vijgenboom,President Brandstraat 27 -29,/basisscholen/amsterdam/26655/ibs-de-vijgenboom/,Confessioneel overig,50.0,Amsterdam,Basic School,,,,
De Amsterdamse Montessori School,Willem Witsenstraat 14,/basisscholen/amsterdam/7831/de-amsterdamse-montessori-school/,Algemeen bijzonder,282.0,Amsterdam,Basic School,68.3,70.3,96.5,97.6
Kentalis Signis SO/TOS Amsterdam/Assendelft,Jan Tooropstraat 11,/basisscholen/amsterdam/24015/kentalis-signis-so-tos-amsterdam-assendelft/,Algemeen bijzonder,164.0,Amsterdam,Basic School,,,,
Kentalis Signis SOVSO,Jan Sluijtersstraat 9,/basisscholen/amsterdam/23981/kentalis-signis-sovso/,Algemeen bijzonder,89.0,Amsterdam,Basic School,,,,
Peetersschool,Richard Holstraat 8,/basisscholen/amsterdam/11743/peetersschool/,Katholiek Basisonderwijs205,205.0,Amsterdam,Basic School,83.5,77.6,99.6,98.8
SBO Professor Dumont,Woudrichemstraat 2 -4,/basisscholen/amsterdam/8402/sbo-professor-dumont/,Algemeen bijzonder,119.0,Amsterdam,Basic School,5.6,9.3,16.7,55.6
HKC De Wereldboom (SBO),Peelstraat 171,/basisscholen/amsterdam/12119/hkc-de-wereldboom-sbo/,Overige Speciaal,93.0,Amsterdam,Basic School,6.5,6.5,3.2,25.8
SO De Heldring,Bosrankstraat 1,/basisscholen/amsterdam/23192/so-de-heldring/,Algemeen bijzonder,93.0,Amsterdam,Basic School,70.9,7.5,0.0,100.0
SO Alphons Laudy,Meer en Vaart 9,/basisscholen/amsterdam/8403/so-alphons-laudy/,Openbaar Speciaal,138.0,Amsterdam,Basic School,70.9,7.5,0.0,71.4
School voor Speciaal Basisonderwijs De Hasselbraam,Karel Klinkenbergstraat 40,/basisscholen/amsterdam/12121/school-voor-speciaal-basisonderwijs-de-hasselbraam/,Confessioneel overig,179.0,Amsterdam,Basic School,10.3,3.4,31.0,20.7
School voor Speciaal Basisonderwijs De Driesprong,Sloterweg 1192,/basisscholen/amsterdam/12122/school-voor-speciaal-basisonderwijs-de-driesprong/,Overige Speciaal,95.0,Amsterdam,Basic School,11.1,3.7,18.5,37.0
School voor Speciaal Basisonderwijs Zeppelin,Bessenpad 1,/basisscholen/amsterdam/23469/school-voor-speciaal-basisonderwijs-zeppelin/,Prot. christelijk,107.0,Amsterdam,Basic School,6.3,6.3,25.0,37.5
Stichting Joodse Kindergemeenschap Cheider,Zeelandstraat 11,/basisscholen/amsterdam/12146/stichting-joodse-kindergemeenschap-cheider/,Confessioneel overig,79.0,Amsterdam,Basic School,63.8,64.7,98.6,96.7
Daltonbasisschool De Rivieren,Lekstraat 35 -37,/basisscholen/amsterdam/23026/daltonbasisschool-de-rivieren/,Overige Basisonderwijs230,230.0,Amsterdam,Basic School,45.0,58.4,90.5,95.4
Oecumenische basisschool De Catamaran,Bentinckstraat 78,/basisscholen/amsterdam/25155/oecumenische-basisschool-de-catamaran/,Overige Basisonderwijs288,288.0,Amsterdam,Basic School,63.1,61.1,95.0,96.0
Basisschool Schreuder,Van de Veldestraat 10,/basisscholen/amsterdam/25188/basisschool-schreuder/,Overige Basisonderwijs133,133.0,Amsterdam,Basic School,58.9,62.0,94.4,96.4
IKC Frankendael,Laing's Nekstraat 44,/basisscholen/amsterdam/23028/ikc-frankendael/,Overige Basisonderwijs48,48.0,Amsterdam,Basic School,36.2,48.5,89.5,92.0
Oecumenische Basisschool Frankendael,Hogeweg 61,/basisscholen/amsterdam/8454/oecumenische-basisschool-frankendael/,Overige Basisonderwijs186,186.0,Amsterdam,Basic School,69.0,63.6,97.1,96.4
Oecumenische basisschool Oranje Nassau,Varenweg 2,/basisscholen/amsterdam/23030/oecumenische-basisschool-oranje-nassau/,Prot. christelijk,226.0,Amsterdam,Basic School,64.8,48.4,92.3,91.9
Oecumenische basisschool Nautilus,Theophile de Bockstraat 100 C,/basisscholen/amsterdam/22769/oecumenische-basisschool-nautilus/,Prot. christelijk,225.0,Amsterdam,Basic School,64.3,58.3,96.2,95.4
Oecumenische basisschool De Driemaster,Binnenvaart 1,/basisscholen/amsterdam/12194/oecumenische-basisschool-de-driemaster/,Prot. christelijk,299.0,Amsterdam,Basic School,46.2,52.4,87.4,93.6
Immanuelschool,Jan de Louterstraat 92,/basisscholen/amsterdam/8456/immanuelschool/,Overige Basisonderwijs138,138.0,Amsterdam,Basic School,53.9,44.6,97.2,90.8
Onze Amsterdamse School,Revaleiland 1A,/basisscholen/amsterdam/12196/onze-amsterdamse-school/,Overige Basisonderwijs191,191.0,Amsterdam,Basic School,54.8,51.0,89.8,92.9
De Visserschool,Columbusplein 34,/basisscholen/amsterdam/8457/de-visserschool/,Prot. christelijk,258.0,Amsterdam,Basic School,43.3,61.1,89.3,96.0
