,name,address,link,details,n_students,neighborhood,type
134,Drostenburg,Drostenburg 1,/middelbare-scholen/amsterdam/10318/drostenburg/,OpenbaarVoortgezet speciaal onderwijs36 leerlingen,36,Amsterdam,Middle School
135,Orion College Drostenburg,Drostenburg 5 B,/middelbare-scholen/amsterdam/6360/orion-college-drostenburg/,OpenbaarVoortgezet speciaal onderwijs286 leerlingen,286,Amsterdam,Middle School
136,Orion College Amstel,Wibautstraat 220 -222,/middelbare-scholen/amsterdam/10323/orion-college-amstel/,OpenbaarVoortgezet speciaal onderwijs138 leerlingen,138,Amsterdam,Middle School
137,Nevenvestiging OC Amstel,Bok de Korverweg 4,/middelbare-scholen/amsterdam/25099/nevenvestiging-oc-amstel/,OpenbaarVoortgezet speciaal onderwijs,,Amsterdam,Middle School
138,Orion College Noord,Beijerlandstraat 2,/middelbare-scholen/amsterdam/6363/orion-college-noord/,OpenbaarVoortgezet speciaal onderwijs120 leerlingen,120,Amsterdam,Middle School
139,Spinoza Lyceum Amsterdam,Peter van Anrooystraat 8,/middelbare-scholen/amsterdam/2400/spinoza-lyceum-amsterdam/,OpenbaarVoortgezet onderwijs1307 leerlingenDalton,1307,Amsterdam,Middle School
140,Spinoza20first,H.J.E. Wenckebachweg 44,/middelbare-scholen/amsterdam/24187/spinoza20first/,OpenbaarVoortgezet onderwijs895 leerlingenDalton,895,Amsterdam,Middle School
141,IJburg College,Pampuslaan 1,/middelbare-scholen/amsterdam/2479/ijburg-college/,Algemeen bijzonderVoortgezet onderwijs755 leerlingen,755,Amsterdam,Middle School
142,Calandlyceum,Pieter Calandlaan 182,/middelbare-scholen/amsterdam/2689/calandlyceum/,OpenbaarVoortgezet onderwijs1652 leerlingenDalton,1652,Amsterdam,Middle School
143,Lumion,Vlaardingenlaan 25,/middelbare-scholen/amsterdam/22447/lumion/,OpenbaarVoortgezet onderwijs1518 leerlingen,1518,Amsterdam,Middle School
144,"Hubertus & Berkhoff, De Culinaire Vakschool",Betuwestraat 29,/middelbare-scholen/amsterdam/25726/hubertus-en-berkhoff-de-culinaire-vakschool/,Algemeen bijzonderVoortgezet onderwijs528 leerlingen,528,Amsterdam,Middle School
145,Cburg College,Foekje Dillemastraat 116,/middelbare-scholen/amsterdam/25728/cburg-college/,Algemeen bijzonderVoortgezet onderwijs324 leerlingen,324,Amsterdam,Middle School
146,Tobiasschool VMBO (Tussenvoorziening),Rietwijkerstraat 55,/middelbare-scholen/amsterdam/25724/tobiasschool-vmbo-tussenvoorziening/,Algemeen bijzonderVoortgezet onderwijs190 leerlingen,190,Amsterdam,Middle School
147,LUCA Praktijkschool,Javaplantsoen 24,/middelbare-scholen/amsterdam/25729/luca-praktijkschool/,Algemeen bijzonderVoortgezet onderwijs180 leerlingen,180,Amsterdam,Middle School
148,De nieuwe Havo,Meeuwenlaan 132,/middelbare-scholen/amsterdam/2703/de-nieuwe-havo/,OpenbaarVoortgezet onderwijs249 leerlingen,249,Amsterdam,Middle School
149,Bredero Beroepscollege,Meeuwenlaan 132,/middelbare-scholen/amsterdam/2704/bredero-beroepscollege/,OpenbaarVoortgezet onderwijs135 leerlingen,135,Amsterdam,Middle School
150,Bredero Mavo,Gare du Nord 5,/middelbare-scholen/amsterdam/2705/bredero-mavo/,OpenbaarVoortgezet onderwijs527 leerlingen,527,Amsterdam,Middle School
151,Hyperion Lyceum,Badhuiskade 361,/middelbare-scholen/amsterdam/4463/hyperion-lyceum/,OpenbaarVoortgezet onderwijs855 leerlingen,855,Amsterdam,Middle School
152,Vox College,Meeuwenlaan 132,/middelbare-scholen/amsterdam/25395/vox-college/,OpenbaarVoortgezet onderwijs277 leerlingen,277,Amsterdam,Middle School
153,Koninklijke Visio Onderwijs Amsterdam,Burgemeester Eliasstraat 76,/middelbare-scholen/amsterdam/7547/koninklijke-visio-onderwijs-amsterdam/,Algemeen bijzonderVoortgezet speciaal onderwijs43 leerlingen,43,Amsterdam,Middle School
154,Open Schoolgemeenschap Bijlmer,Gulden Kruis 5,/middelbare-scholen/amsterdam/3300/open-schoolgemeenschap-bijlmer/,OpenbaarVoortgezet onderwijs1279 leerlingen,1279,Amsterdam,Middle School
155,Pieter Nieuwland College,Nobelweg 6,/middelbare-scholen/amsterdam/4434/pieter-nieuwland-college/,Confessioneel overigVoortgezet onderwijs846 leerlingen,846,Amsterdam,Middle School
156,College De Meer,Radioweg 56,/middelbare-scholen/amsterdam/4467/college-de-meer/,Confessioneel overigVoortgezet onderwijs394 leerlingen,394,Amsterdam,Middle School
157,Bindelmeer College,Dubbelink 1,/middelbare-scholen/amsterdam/4435/bindelmeer-college/,Confessioneel overigVoortgezet onderwijs380 leerlingen,380,Amsterdam,Middle School
158,Cygnus Gymnasium,Vrolikstraat 8,/middelbare-scholen/amsterdam/4415/cygnus-gymnasium/,Confessioneel overigVoortgezet onderwijs807 leerlingen,807,Amsterdam,Middle School
159,Havo De Hof,Dapperstraat 315,/middelbare-scholen/amsterdam/23724/havo-de-hof/,Confessioneel overigVoortgezet onderwijs413 leerlingen,413,Amsterdam,Middle School
160,Comenius Lyceum Amsterdam,Jacob Geelstraat 38,/middelbare-scholen/amsterdam/4436/comenius-lyceum-amsterdam/,Confessioneel overigVoortgezet onderwijs831 leerlingen,831,Amsterdam,Middle School
161,Calvijn College,Pieter Calandlaan 3,/middelbare-scholen/amsterdam/4468/calvijn-college/,Confessioneel overigVoortgezet onderwijs489 leerlingen,489,Amsterdam,Middle School
162,Iedersland College,Zekeringstraat 38-40,/middelbare-scholen/amsterdam/4391/iedersland-college/,Confessioneel overigVoortgezet onderwijs154 leerlingen,154,Amsterdam,Middle School
163,Damstede Lyceum,Rode Kruisstraat 83,/middelbare-scholen/amsterdam/4437/damstede-lyceum/,Confessioneel overigVoortgezet onderwijs760 leerlingen,760,Amsterdam,Middle School
164,ABC Noorderlicht,Rode Kruisstraat 14,/middelbare-scholen/amsterdam/4469/abc-noorderlicht/,Confessioneel overigVoortgezet onderwijs376 leerlingen,376,Amsterdam,Middle School
165,Over-Y College,Floraweg 170,/middelbare-scholen/amsterdam/4438/over-y-college/,Confessioneel overigVoortgezet onderwijs416 leerlingen,416,Amsterdam,Middle School
166,Hogelant,Duinluststraat 20,/middelbare-scholen/amsterdam/4470/hogelant/,Confessioneel overigVoortgezet onderwijs108 leerlingen,108,Amsterdam,Middle School
167,Xplore - Agora Amsterdam,Schoenerstraat 7,/middelbare-scholen/amsterdam/25398/xplore-agora-amsterdam/,Confessioneel overigVoortgezet onderwijs195 leerlingenNieuw / natuurlijk / conceptueel leren,195,Amsterdam,Middle School
168,Gerrit van der Veen College,Gerrit van der Veenstraat 99,/middelbare-scholen/amsterdam/4393/gerrit-van-der-veen-college/,Confessioneel overigVoortgezet onderwijs873 leerlingen,873,Amsterdam,Middle School
169,Sweelinck College,Moreelsestraat 21,/middelbare-scholen/amsterdam/4439/sweelinck-college/,Confessioneel overigVoortgezet onderwijs339 leerlingen,339,Amsterdam,Middle School
170,Huygens College,Tweede Constantijn Huygensstraat 31,/middelbare-scholen/amsterdam/4471/huygens-college/,Confessioneel overigVoortgezet onderwijs403 leerlingen,403,Amsterdam,Middle School
171,Zuiderlicht College,Rustenburgerstraat 436 - 438,/middelbare-scholen/amsterdam/4440/zuiderlicht-college/,Confessioneel overigVoortgezet onderwijs422 leerlingen,422,Amsterdam,Middle School
172,De Apollo,Oudaen 6,/middelbare-scholen/amsterdam/4394/de-apollo/,Confessioneel overigVoortgezet onderwijs324 leerlingen,324,Amsterdam,Middle School
173,Vinse School,Haarlemmerstraat 132 -136,/middelbare-scholen/amsterdam/23755/vinse-school/,Confessioneel overigVoortgezet onderwijs373 leerlingenKees Boeke,373,Amsterdam,Middle School
174,De Amsterdamse MAVO,Linnaeushof 48,/middelbare-scholen/amsterdam/24144/de-amsterdamse-mavo/,OverigeVoortgezet onderwijs266 leerlingen,266,Amsterdam,Middle School
175,Pvo Amsterdam Tjalling Koopmans,Meeuwenlaan 136,/middelbare-scholen/amsterdam/24573/pvo-amsterdam-tjalling-koopmans/,OverigeVoortgezet onderwijs293 leerlingen,293,Amsterdam,Middle School
176,"Cornelius Haga Lyceum, Islamitische Scholengemeenschap voor mavo havo en vwo",Naritaweg 30,/middelbare-scholen/amsterdam/24534/cornelius-haga-lyceum-islamitische-scholengemeenschap-voor-mavo-havo-en-vwo/,Confessioneel overigVoortgezet onderwijs445 leerlingen,445,Amsterdam,Middle School
177,Kentalis Signis SOVSO,Jan Sluijtersstraat 9,/middelbare-scholen/amsterdam/23981/kentalis-signis-sovso/,Algemeen bijzonderVoortgezet speciaal onderwijs15 leerlingen,15,Amsterdam,Middle School
178,Altra College,Konijnenstraat 7,/middelbare-scholen/amsterdam/26256/altra-college/,Algemeen bijzonderVoortgezet speciaal onderwijs58 leerlingen,58,Amsterdam,Middle School
179,School 2 Care,Johan Braakensiekhof 31,/middelbare-scholen/amsterdam/26257/school-2-care/,Algemeen bijzonderVoortgezet speciaal onderwijs28 leerlingen,28,Amsterdam,Middle School
180,Altra College Arkin,Baarsjesweg 224 I,/middelbare-scholen/amsterdam/26258/altra-college-arkin/,Algemeen bijzonderVoortgezet speciaal onderwijs35 leerlingen,35,Amsterdam,Middle School
181,Purmercollege,Purmerweg 116,/middelbare-scholen/amsterdam/26259/purmercollege/,Algemeen bijzonderVoortgezet speciaal onderwijs19 leerlingen,19,Amsterdam,Middle School
182,Altra College Zuidoost,Kortvoort 60,/middelbare-scholen/amsterdam/26260/altra-college-zuidoost/,Algemeen bijzonderVoortgezet speciaal onderwijs36 leerlingen,36,Amsterdam,Middle School
183,Altra College Bleichrodt,Tafelbergweg 23,/middelbare-scholen/amsterdam/26263/altra-college-bleichrodt/,Algemeen bijzonderVoortgezet speciaal onderwijs276 leerlingen,276,Amsterdam,Middle School
184,Koppeling College,Tafelbergweg 8,/middelbare-scholen/amsterdam/26265/koppeling-college/,Algemeen bijzonderVoortgezet speciaal onderwijs5 leerlingen,5,Amsterdam,Middle School
185,Mediacollege Amsterdam vmbo,Dintelstraat 15,/middelbare-scholen/amsterdam/3000/mediacollege-amsterdam-vmbo/,Algemeen bijzonderVoortgezet onderwijs285 leerlingen,285,Amsterdam,Middle School
186,Kolom Praktijkcollege De Atlant,Teilingen 4,/middelbare-scholen/amsterdam/3109/kolom-praktijkcollege-de-atlant/,OverigeVoortgezet onderwijs151 leerlingen,151,Amsterdam,Middle School
187,Praktijkcollege Het Plein,Jan de Louterpad 5,/middelbare-scholen/amsterdam/3111/praktijkcollege-het-plein/,OverigeVoortgezet onderwijs182 leerlingen,182,Amsterdam,Middle School
188,VSO De Heldring,Burg. Eliasstraat 20,/middelbare-scholen/amsterdam/12120/vso-de-heldring/,Algemeen bijzonderVoortgezet speciaal onderwijs184 leerlingen,184,Amsterdam,Middle School
189,VSO Alphons Laudy,Van Nijenrodeweg 648,/middelbare-scholen/amsterdam/23378/vso-alphons-laudy/,Algemeen bijzonderVoortgezet speciaal onderwijs160 leerlingen,160,Amsterdam,Middle School
190,Kolom praktijkcollege Noord (KPCN),Oostzanerdijk 139,/middelbare-scholen/amsterdam/3113/kolom-praktijkcollege-noord-kpcn/,Algemeen bijzonderVoortgezet onderwijs181 leerlingen,181,Amsterdam,Middle School
191,Kolom Praktijkcollege De Dreef,Alexander Dumaslaan 7,/middelbare-scholen/amsterdam/3115/kolom-praktijkcollege-de-dreef/,Algemeen bijzonderVoortgezet onderwijs127 leerlingen,127,Amsterdam,Middle School
192,Stichting Joodse Kindergemeenschap Cheider MAVO HAVO VWO,Zeelandstraat 11,/middelbare-scholen/amsterdam/3135/stichting-joodse-kindergemeenschap-cheider-mavo-havo-vwo/,Prot. christelijkVoortgezet onderwijs33 leerlingen,33,Amsterdam,Middle School
193,Calandlyceum voor Gymnasium Atheneum Havo Vmbo vestiging De Toekomst,Borchlandweg 18,/middelbare-scholen/amsterdam-duivendrecht/25740/calandlyceum-voor-gymnasium-atheneum-havo-vmbo-vestiging-de-toekomst/,OpenbaarVoortgezet onderwijs79 leerlingen,79,Amsterdam-Duivendrecht,Middle School
194,Curio prinsentuin Andel,Buitenlaan 2,/middelbare-scholen/andel/799/curio-prinsentuin-andel/,OpenbaarVoortgezet onderwijs614 leerlingen,614,Andel,Middle School
195,Obadjaschool voor VSO Apeldoorn,Anklaarseweg 71,/middelbare-scholen/apeldoorn/4941/obadjaschool-voor-vso-apeldoorn/,Prot. christelijkVoortgezet speciaal onderwijs113 leerlingenEigen tempo werkwijze,113,Apeldoorn,Middle School
196,Voortgezet Speciaal Onderwijs Zeer Moeilijk Opvoedbare Kinderen De Bolster,Gentiaanstraat 804,/middelbare-scholen/apeldoorn/26762/voortgezet-speciaal-onderwijs-zeer-moeilijk-opvoedbare-kinderen-de-bolster/,Prot. christelijkVoortgezet speciaal onderwijs,,Apeldoorn,Middle School
197,Het Kroonpad,Citroenvlinder 51,/middelbare-scholen/apeldoorn/5327/het-kroonpad/,KatholiekVoortgezet speciaal onderwijs12 leerlingen,12,Apeldoorn,Middle School
198,Gentiaan College,Gentiaanstraat 804,/middelbare-scholen/apeldoorn/25765/gentiaan-college/,Algemeen bijzonderVoortgezet speciaal onderwijs347 leerlingen,347,Apeldoorn,Middle School
199,Gentiaan College - Travo,Ln van de Mensenrechten 500,/middelbare-scholen/apeldoorn/25766/gentiaan-college-travo/,Algemeen bijzonderVoortgezet speciaal onderwijs24 leerlingen,24,Apeldoorn,Middle School
200,Het Hofpark,Mr. van Hasseltlaan 57,/middelbare-scholen/apeldoorn/25043/het-hofpark/,OpenbaarVoortgezet speciaal onderwijs,,Apeldoorn,Middle School
201,Praktijkschool Apeldoorn,Fabianusstraat 2,/middelbare-scholen/apeldoorn/2488/praktijkschool-apeldoorn/,OpenbaarVoortgezet onderwijs210 leerlingen,210,Apeldoorn,Middle School
202,Walterbosch,Waltersingel 130,/middelbare-scholen/apeldoorn/26194/walterbosch/,OverigeVoortgezet onderwijs1435 leerlingen,1435,Apeldoorn,Middle School
203,UGO verkennend vmbo/Cortenbosch,Waleweingaarde 103,/middelbare-scholen/apeldoorn/26190/ugo-verkennend-vmbo-cortenbosch/,OpenbaarVoortgezet onderwijs562 leerlingen,562,Apeldoorn,Middle School
204,Mheenpark,Zilverschoon 43,/middelbare-scholen/apeldoorn/26199/mheenpark/,OverigeVoortgezet onderwijs588 leerlingen,588,Apeldoorn,Middle School
205,Mheenpark (onderbouwlocatie),Duizendschoon 8,/middelbare-scholen/apeldoorn/26200/mheenpark-onderbouwlocatie/,OverigeVoortgezet onderwijs217 leerlingen,217,Apeldoorn,Middle School
206,De Heemgaard,Heemradenlaan 125,/middelbare-scholen/apeldoorn/26204/de-heemgaard/,Prot. christelijkVoortgezet onderwijs1257 leerlingen,1257,Apeldoorn,Middle School
207,Sprengeloo / UDO,Sprengenweg 81,/middelbare-scholen/apeldoorn/26192/sprengeloo-udo/,OverigeVoortgezet onderwijs933 leerlingen,933,Apeldoorn,Middle School
208,Christelijk Lyceum,Jachtlaan 108,/middelbare-scholen/apeldoorn/26191/christelijk-lyceum/,OverigeVoortgezet onderwijs1329 leerlingen,1329,Apeldoorn,Middle School
209,Koninklijke Scholen Gemeenschap,Jhr Mr G W Molleruslaan 42,/middelbare-scholen/apeldoorn/26198/koninklijke-scholen-gemeenschap/,OpenbaarVoortgezet onderwijs1114 leerlingen,1114,Apeldoorn,Middle School
210,UGO verkennend vmbo,Waleweingaarde 103,/middelbare-scholen/apeldoorn/26202/ugo-verkennend-vmbo/,OpenbaarVoortgezet onderwijs593 leerlingen,593,Apeldoorn,Middle School
211,Openbare Scholengemeenschap Apeldoorn,Loudonstraat 28,/middelbare-scholen/apeldoorn/26205/openbare-scholengemeenschap-apeldoorn/,OpenbaarVoortgezet onderwijs78 leerlingen,78,Apeldoorn,Middle School
212,Gymnasium Apeldoorn,Kastanjelaan 10,/middelbare-scholen/apeldoorn/26196/gymnasium-apeldoorn/,OpenbaarVoortgezet onderwijs576 leerlingen,576,Apeldoorn,Middle School
213,De Zonnehoek Chr. school voor speciaal en voortgezet speciaal onderwijs,Citroenvlinder 77,/middelbare-scholen/apeldoorn/8114/de-zonnehoek-chr-school-voor-speciaal-en-voortgezet-speciaal-onderwijs/,Prot. christelijkVoortgezet speciaal onderwijs127 leerlingen,127,Apeldoorn,Middle School
214,Christelijke Praktijkschool De Boog,Buizerdweg 17,/middelbare-scholen/apeldoorn/3040/christelijke-praktijkschool-de-boog/,Prot. christelijkVoortgezet onderwijs176 leerlingen,176,Apeldoorn,Middle School
215,Jacobus Fruytier scholengemeenschap Apeldoorn,Anklaarseweg 71,/middelbare-scholen/apeldoorn/3169/jacobus-fruytier-scholengemeenschap-apeldoorn/,Prot. christelijkVoortgezet onderwijs1308 leerlingen,1308,Apeldoorn,Middle School
216,"Campus VO Eemsdelta voor praktijkonderwijs, in thuisbasis George Martens",Pastorielaan 4,/middelbare-scholen/appingedam/3299/campus-vo-eemsdelta-voor-praktijkonderwijs-in-thuisbasis-george-martens/,OverigeVoortgezet onderwijs120 leerlingen,120,Appingedam,Middle School
217,"Campus VO Eemsdelta voor vmbo tl, bb, kb en vmbo-OOM, in thuisbasis Theda Mansholt",Pastorielaan 4,/middelbare-scholen/appingedam/4464/campus-vo-eemsdelta-voor-vmbo-tl-bb-kb-en-vmbo-oom-in-thuisbasis-theda-mansholt/,OverigeVoortgezet onderwijs604 leerlingen,604,Appingedam,Middle School
218,"Campus VO Eemsdelta voor havo/vwo/vwo+, in thuisbasis Rudolph Pabus Cleveringa",Pastorielaan 4,/middelbare-scholen/appingedam/4388/campus-vo-eemsdelta-voor-havo-vwo-vwo-in-thuisbasis-rudolph-pabus-cleveringa/,OverigeVoortgezet onderwijs698 leerlingen,698,Appingedam,Middle School
219,Olympus College,Olympus 11,/middelbare-scholen/arnhem/357/olympus-college/,SamenwerkingVoortgezet onderwijs1239 leerlingen,1239,Arnhem,Middle School
220,Brugjaar Jan Ligthart (Olympus College),Zeegsingel 2,/middelbare-scholen/arnhem/24537/brugjaar-jan-ligthart-olympus-college/,SamenwerkingVoortgezet onderwijs146 leerlingen,146,Arnhem,Middle School
221,Produs Praktijkonderwijs,Leidenweg 60,/middelbare-scholen/arnhem/361/produs-praktijkonderwijs/,OpenbaarVoortgezet onderwijs183 leerlingen,183,Arnhem,Middle School
222,Stedelijk Gymnasium Arnhem,Thorbeckestraat 17,/middelbare-scholen/arnhem/367/stedelijk-gymnasium-arnhem/,OpenbaarVoortgezet onderwijs747 leerlingen,747,Arnhem,Middle School
223,Lorentz Lyceum,Metamorfosenallee 100,/middelbare-scholen/arnhem/369/lorentz-lyceum/,OpenbaarVoortgezet onderwijs1008 leerlingen,1008,Arnhem,Middle School
224,Maarten van Rossem,Groningensingel 1235,/middelbare-scholen/arnhem/371/maarten-van-rossem/,OpenbaarVoortgezet onderwijs318 leerlingen,318,Arnhem,Middle School
225,Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo,Parnassusstraat 20,/middelbare-scholen/arnhem/24538/lorentz-groep-voor-vwo-havo-mavo-vbo-lwoo/,OpenbaarVoortgezet onderwijs161 leerlingen,161,Arnhem,Middle School
226,Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo loc. ISK Groningensingel 1245,Groningensingel 1245,/middelbare-scholen/arnhem/26569/lorentz-groep-voor-vwo-havo-mavo-vbo-lwoo-loc-isk-groningensingel-1245/,OpenbaarVoortgezet onderwijs98 leerlingen,98,Arnhem,Middle School
227,Beekdal Lyceum,Bernhardlaan 49,/middelbare-scholen/arnhem/376/beekdal-lyceum/,OpenbaarVoortgezet onderwijs1191 leerlingen,1191,Arnhem,Middle School
228,VMBO 't Venster,Thomas a Kempislaan 82,/middelbare-scholen/arnhem/378/vmbo-t-venster/,OpenbaarVoortgezet onderwijs582 leerlingen,582,Arnhem,Middle School
229,Montessori College Arnhem,Utrechtseweg 174,/middelbare-scholen/arnhem/380/montessori-college-arnhem/,OpenbaarVoortgezet onderwijs722 leerlingenMontessori,722,Arnhem,Middle School
230,GSG Guido,Grensweg 2,/middelbare-scholen/arnhem/1155/gsg-guido/,Prot. christelijkVoortgezet onderwijs189 leerlingen,189,Arnhem,Middle School
231,De Brouwerij/Olympus,Olympus 11,/middelbare-scholen/arnhem/26354/de-brouwerij-olympus/,Prot. christelijkVoortgezet speciaal onderwijs29 leerlingen,29,Arnhem,Middle School
232,Prisma College,Heijenoordseweg 7,/middelbare-scholen/arnhem/9224/prisma-college/,Algemeen bijzonderVoortgezet speciaal onderwijs246 leerlingen,246,Arnhem,Middle School
233,Mariëndael,Middachtensingel 12,/middelbare-scholen/arnhem/9227/mariendael/,Algemeen bijzonderVoortgezet speciaal onderwijs335 leerlingen,335,Arnhem,Middle School
234,Briant College,Bethanienstraat 250,/middelbare-scholen/arnhem/25792/briant-college/,Algemeen bijzonderVoortgezet speciaal onderwijs145 leerlingen,145,Arnhem,Middle School
235,Thomas a Kempis College,Thomas a Kempislaan 25,/middelbare-scholen/arnhem/2085/thomas-a-kempis-college/,OverigeVoortgezet onderwijs1535 leerlingen,1535,Arnhem,Middle School
236,Leerpark Arnhem,IJssellaan 89,/middelbare-scholen/arnhem/2087/leerpark-arnhem/,SamenwerkingVoortgezet onderwijs229 leerlingen,229,Arnhem,Middle School
237,Praktijkschool Arentheem,IJssellaan 89,/middelbare-scholen/arnhem/2092/praktijkschool-arentheem/,OverigeVoortgezet onderwijs176 leerlingen,176,Arnhem,Middle School
238,Kentalis College Arnhem,IJssellaan 89,/middelbare-scholen/arnhem/24052/kentalis-college-arnhem/,Algemeen bijzonderVoortgezet speciaal onderwijs54 leerlingen,54,Arnhem,Middle School
239,Praktijkonderwijs Assen e/o,Zwartwatersweg 202,/middelbare-scholen/assen/16/praktijkonderwijs-assen-e-o/,OpenbaarVoortgezet onderwijs234 leerlingen,234,Assen,Middle School
