name,address,link,details,n_students,neighborhood,type
Vereniging Nutsschool Wassenaar,Zijllaan 39,/basisscholen/wassenaar/5188/vereniging-nutsschool-wassenaar/,Algemeen bijzonder,233.0,Wassenaar,Basic School
Bloemcampschool,Bloemcamplaan 52,/basisscholen/wassenaar/11152/bloemcampschool/,Openbaar Basisonderwijs413,413.0,Wassenaar,Basic School
Basisschool Sint Jan Baptist,Anemonenweg 17,/basisscholen/wassenaar/11831/basisschool-sint-jan-baptist/,Katholiek Basisonderwijs202,202.0,Wassenaar,Basic School
St. Bonifaciusschool,Kloosterland 5,/basisscholen/wassenaar/11832/st-bonifaciusschool/,Katholiek Basisonderwijs225,225.0,Wassenaar,Basic School
Basisschool Sint Jozef,Thorbeckestraat 37,/basisscholen/wassenaar/11833/basisschool-sint-jozef/,Katholiek Basisonderwijs228,228.0,Wassenaar,Basic School
Basisschool Herenweg,Herenweg 4,/basisscholen/wassenaar/8192/basisschool-herenweg/,Prot. christelijk,391.0,Wassenaar,Basic School
Montessorischool,Zanderijpad 10,/basisscholen/wassenaar/12402/montessorischool/,Algemeen bijzonder,133.0,Wassenaar,Basic School
WSKO Basisschool De Hofvilla,Dr Schaepmanstraat 2,/basisscholen/wateringen/8666/wsko-basisschool-de-hofvilla/,Katholiek Basisonderwijs614,614.0,Wateringen,Basic School
WSKO St. Jozefbasisschool,Groentelaan 29,/basisscholen/wateringen/8667/wsko-st-jozefbasisschool/,Katholiek Basisonderwijs429,429.0,Wateringen,Basic School
WSKO Mariaschool,Koningsspil 47,/basisscholen/wateringen/4732/wsko-mariaschool/,Katholiek Basisonderwijs289,289.0,Wateringen,Basic School
Protestants Christelijke Basisschool Pieter van der Plas School,Pieter van der Plasstraat 22,/basisscholen/wateringen/10258/protestants-christelijke-basisschool-pieter-van-der-plas-school/,Prot. christelijk,429.0,Wateringen,Basic School
OBS De Kyckert,Lange Spruit 88,/basisscholen/wateringen/10265/obs-de-kyckert/,Openbaar Basisonderwijs326,326.0,Wateringen,Basic School
De Vlonder,Wedderhofte 10,/basisscholen/wedde/6826/de-vlonder/,Openbaar Basisonderwijs56,56.0,Wedde,Basic School
Aloysiusschool,Sint Remigiusstraat 5,/basisscholen/weerselo/8298/aloysiusschool/,Katholiek Basisonderwijs222,222.0,Weerselo,Basic School
so en vso Widdonckschool Weert,Beatrixlaan 3B,/basisscholen/weert/5723/so-en-vso-widdonckschool-weert/,Katholiek Speciaal,37.0,Weert,Basic School
Montessorischool Weert,Wiekendreef 101,/basisscholen/weert/9721/montessorischool-weert/,Algemeen bijzonder,276.0,Weert,Basic School
Vrije School,Kazernelaan 101 M24,/basisscholen/weert/26633/vrije-school/,Algemeen bijzonder,8.0,Weert,Basic School
Brede school Markeent,Sint Jozefslaan 102,/basisscholen/weert/11356/brede-school-markeent/,Katholiek Basisonderwijs243,243.0,Weert,Basic School
Openbare Basisschool De Uitkijktoren,Meidoornstraat 2,/basisscholen/weert/11357/openbare-basisschool-de-uitkijktoren/,Openbaar Basisonderwijs111,111.0,Weert,Basic School
Brede school Moesel,Stadhouderslaan 21,/basisscholen/weert/7549/brede-school-moesel/,Katholiek Basisonderwijs288,288.0,Weert,Basic School
KindCentrum Altweerterheide,Herenvennenweg 2,/basisscholen/weert/7550/kindcentrum-altweerterheide/,Katholiek Basisonderwijs67,67.0,Weert,Basic School
Openbare basisschool de Graswinkel,Graswinkellaan 7-9,/basisscholen/weert/7551/openbare-basisschool-de-graswinkel/,Openbaar Basisonderwijs285,285.0,Weert,Basic School
Openbare Basisschool Molenakker,Oude Laarderweg 15,/basisscholen/weert/7552/openbare-basisschool-molenakker/,Openbaar Basisonderwijs392,392.0,Weert,Basic School
Maaskei - so,Beatrixlaan 3 a,/basisscholen/weert/23495/maaskei-so/,Katholiek Speciaal,36.0,Weert,Basic School
School voor Speciaal Basisonderwijs Het Palet,Beatrixlaan 1,/basisscholen/weert/7851/school-voor-speciaal-basisonderwijs-het-palet/,Katholiek Speciaal,106.0,Weert,Basic School
Basisschool Swartbroek,Bertiliastraat 1,/basisscholen/weert/7852/basisschool-swartbroek/,Katholiek Basisonderwijs37,37.0,Weert,Basic School
IKC Laar,Aldenheerd 10,/basisscholen/weert/7853/ikc-laar/,Katholiek Basisonderwijs185,185.0,Weert,Basic School
Basisschool Tungelder,St. Barbaraplein 2 A,/basisscholen/weert/7854/basisschool-tungelder/,Katholiek Basisonderwijs87,87.0,Weert,Basic School
Basisschool Aan de Bron,Maaslandlaan 1,/basisscholen/weert/7855/basisschool-aan-de-bron/,Katholiek Basisonderwijs304,304.0,Weert,Basic School
Basisschool de Kameleon,Mariënhagelaan 2,/basisscholen/weert/7860/basisschool-de-kameleon/,Katholiek Basisonderwijs119,119.0,Weert,Basic School
IKC Leuken,Middelstestraat 77,/basisscholen/weert/7862/ikc-leuken/,Katholiek Basisonderwijs470,470.0,Weert,Basic School
Odaschool voor basisonderwijs Boshoven Weert,Anjelierstraat 9,/basisscholen/weert/7863/odaschool-voor-basisonderwijs-boshoven-weert/,Katholiek Basisonderwijs339,339.0,Weert,Basic School
Onderwijsexpertise de Wijnberg SO - VSO,Beatrixlaan 3C,/basisscholen/weert/8583/onderwijsexpertise-de-wijnberg-so-vso/,Overige Speciaal,7.0,Weert,Basic School
Jozefschool/ De Nieuwe Jozef,Fort Diemerdamstraat 69,/basisscholen/weesp/25282/jozefschool-de-nieuwe-jozef/,Katholiek Basisonderwijs414,414.0,Weesp,Basic School
Openbare Basisschool De Triangel,Singel 6,/basisscholen/weesp/10028/openbare-basisschool-de-triangel/,Openbaar Basisonderwijs191,191.0,Weesp,Basic School
Basisschool Wisperweide,Schoolpad 1-3,/basisscholen/weesp/6117/basisschool-wisperweide/,Samenwerking Basisonderwijs308,308.0,Weesp,Basic School
Van der Muelen- Vastwijkschool,Singel 4,/basisscholen/weesp/6801/van-der-muelen-vastwijkschool/,Prot. christelijk,422.0,Weesp,Basic School
Brede School Kors Breijer,Papelaan 122 A,/basisscholen/weesp/6802/brede-school-kors-breijer/,Prot. christelijk,334.0,Weesp,Basic School
Brede School Weesperrijk,Fort Diemerdamstraat 73,/basisscholen/weesp/25545/brede-school-weesperrijk/,Openbaar Basisonderwijs279,279.0,Weesp,Basic School
Kindcentrum Hoogholtje,Mernaweg 55 A,/basisscholen/wehe-den-hoorn/11527/kindcentrum-hoogholtje/,Samenwerking Basisonderwijs37,37.0,Wehe-den Hoorn,Basic School
Het Timpaan school voor basisonderwijs,Koningin Wilhelminastr 10,/basisscholen/wehl/26483/het-timpaan-school-voor-basisonderwijs/,Samenwerking Basisonderwijs409,409.0,Wehl,Basic School
Basisschool It Pertoer,Bumaleane 1,/basisscholen/weidum/11231/basisschool-it-pertoer/,Openbaar Basisonderwijs81,81.0,Weidum,Basic School
St.Franciscus,Zuidersloot 61,/basisscholen/weiteveen/5527/stfranciscus/,Katholiek Basisonderwijs86,86.0,Weiteveen,Basic School
School met de Bijbel Wekerom,Dorpsplein 8,/basisscholen/wekerom/9389/school-met-de-bijbel-wekerom/,Prot. christelijk,237.0,Wekerom,Basic School
Christelijke Basisschool De Hoeksteen,Dreef 6,/basisscholen/well-gelderland/10693/christelijke-basisschool-de-hoeksteen/,Prot. christelijk,86.0,Well (Gelderland),Basic School
Vitusschool,Kasteellaan 23,/basisscholen/well-limburg/23778/vitusschool/,Katholiek Basisonderwijs129,129.0,Well (Limburg),Basic School
Catharinaschool,Catharinastraat 47,/basisscholen/wellerlooi/23901/catharinaschool/,Katholiek Basisonderwijs82,82.0,Wellerlooi,Basic School
Openbare basisschool Dijkzicht,Kerklaan 22 A,/basisscholen/welsum/6393/openbare-basisschool-dijkzicht/,Openbaar Basisonderwijs27,27.0,Welsum,Basic School
Alberoschool CBS De Hoeksteen,Bierweg 1 A,/basisscholen/wemeldinge/6790/alberoschool-cbs-de-hoeksteen/,Prot. christelijk,47.0,Wemeldinge,Basic School
OBS Wemeldinge,Spoorlaan 9,/basisscholen/wemeldinge/25517/obs-wemeldinge/,Openbaar Basisonderwijs157,157.0,Wemeldinge,Basic School
PCBO Prinses Beatrix - Sjofar,Papegaaiweg 95,/basisscholen/wenum-wiesel/8479/pcbo-prinses-beatrix-sjofar/,Prot. christelijk,114.0,Wenum Wiesel,Basic School
Openbare Basisschool De Twamêster,B.K. van den Bergstrjitte 3,/basisscholen/wergea/23296/openbare-basisschool-de-twamester/,Samenwerking Basisonderwijs143,143.0,Wergea,Basic School
Ds Johannes Groenewegenschool,Sportlaan 4,/basisscholen/werkendam/9073/ds-johannes-groenewegenschool/,Prot. christelijk,488.0,Werkendam,Basic School
Het Baken,Koelemaaier 1,/basisscholen/werkendam/9804/het-baken/,Prot. christelijk,330.0,Werkendam,Basic School
CBS 't Kompas,Hooftlanden 1,/basisscholen/werkendam/9805/cbs-t-kompas/,Prot. christelijk,265.0,Werkendam,Basic School
OBS Sigmond,H.J.Roubosstraat 5,/basisscholen/werkendam/7453/obs-sigmond/,Openbaar Basisonderwijs91,91.0,Werkendam,Basic School
Delteykschool,De Curtis 7e,/basisscholen/werkhoven/7671/delteykschool/,Katholiek Basisonderwijs194,194.0,Werkhoven,Basic School
Jozefschool,Diepstraat 4,/basisscholen/wernhout/12131/jozefschool/,Katholiek Basisonderwijs164,164.0,Wernhout,Basic School
Openbare Basisschool De Dijkwerkers,Slotlaan 52,/basisscholen/wervershoof/4657/openbare-basisschool-de-dijkwerkers/,Openbaar Basisonderwijs68,68.0,Wervershoof,Basic School
Basisschool Gerardus Majella,Sportlaan 12,/basisscholen/wervershoof/23515/basisschool-gerardus-majella/,Katholiek Basisonderwijs111,111.0,Wervershoof,Basic School
Basisschool De Schelp,Europasingel 110,/basisscholen/wervershoof/23517/basisschool-de-schelp/,Katholiek Basisonderwijs279,279.0,Wervershoof,Basic School
Basisschool St Werenfridus,Dorpsstraat 75,/basisscholen/wervershoof/23520/basisschool-st-werenfridus/,Katholiek Basisonderwijs201,201.0,Wervershoof,Basic School
Openbare basisschool A Bosschool,Scholtensweg 44,/basisscholen/wesepe/10357/openbare-basisschool-a-bosschool/,Openbaar Basisonderwijs90,90.0,Wesepe,Basic School
Rooms Katholieke Basisschool Sint Medardus,Het Schoor 1 A,/basisscholen/wessem/25293/rooms-katholieke-basisschool-sint-medardus/,Katholiek Basisonderwijs101,101.0,Wessem,Basic School
Lourdesschool,Jisperweg 52,/basisscholen/westbeemster/8141/lourdesschool/,Katholiek Basisonderwijs105,105.0,Westbeemster,Basic School
't Kompas School met de Bijbel,Prinses Christinastraat 4,/basisscholen/westbroek/9699/t-kompas-school-met-de-bijbel/,Prot. christelijk,117.0,Westbroek,Basic School
Rooms Katholieke Basisschool De Kreeke,Singel 43,/basisscholen/westdorpe/22829/rooms-katholieke-basisschool-de-kreeke/,Katholiek Basisonderwijs96,96.0,Westdorpe,Basic School
de Knienenbult,Stompdijk 3,/basisscholen/westendorp/7224/de-knienenbult/,Prot. christelijk,32.0,Westendorp,Basic School
Openbare Basisschool Leemvoortschool,Steuterweg 2,/basisscholen/westendorp/26347/openbare-basisschool-leemvoortschool/,Openbaar Basisonderwijs57,57.0,Westendorp,Basic School
Basisschool De Zonnewijzer,Schoolstraat 5,/basisscholen/westerbeek/26469/basisschool-de-zonnewijzer/,Katholiek Basisonderwijs90,90.0,Westerbeek,Basic School
Kindcentrum De Wegwijzer,Homaat 2,/basisscholen/westerbork/8959/kindcentrum-de-wegwijzer/,Prot. christelijk,125.0,Westerbork,Basic School
IKC de Lindelaar,Homaat 2,/basisscholen/westerbork/11124/ikc-de-lindelaar/,Openbaar Basisonderwijs224,224.0,Westerbork,Basic School
Basisschool Abt Emo,Huizingerweg 7 A,/basisscholen/westeremden/10660/basisschool-abt-emo/,Openbaar Basisonderwijs40,40.0,Westeremden,Basic School
Christelijke Basisschool De Bining,Eelke Meinertswei 35,/basisscholen/westergeast/25541/christelijke-basisschool-de-bining/,Prot. christelijk,61.0,Westergeast,Basic School
Openbare Basisschool Blokstoeke,Oranjestraat 2B,/basisscholen/westerhaar-vriezenveensewijk/25866/openbare-basisschool-blokstoeke/,Openbaar Basisonderwijs97,97.0,Westerhaar-Vriezenveensewijk,Basic School
CBS De Fontein-locatie Hoofdweg,Hoofdweg 56,/basisscholen/westerhaar-vriezenveensewijk/7969/cbs-de-fontein-locatie-hoofdweg/,Prot. christelijk,160.0,Westerhaar-Vriezenveensewijk,Basic School
"De Fontein, Christelijke basisschool",Oranjestraat  2c,/basisscholen/westerhaar-vriezenveensewijk/22421/de-fontein-christelijke-basisschool/,Prot. christelijk,141.0,Westerhaar-Vriezenveensewijk,Basic School
Basisschool de Ster,Dorpstraat 15,/basisscholen/westerhoven/8930/basisschool-de-ster/,Katholiek Basisonderwijs155,155.0,Westerhoven,Basic School
CBS Het Baken,2e Garstelaan 17 A,/basisscholen/westerlee/11168/cbs-het-baken/,Prot. christelijk,88.0,Westerlee,Basic School
Openbare Basisschool De Elsakker,Schoolstraat 5,/basisscholen/westervelde/4595/openbare-basisschool-de-elsakker/,Openbaar Basisonderwijs53,53.0,Westervelde,Basic School
Sport IKC Het Startblok,Klapstraat 205,/basisscholen/westervoort/11312/sport-ikc-het-startblok/,Confessioneel overig,270.0,Westervoort,Basic School
IKC De Brug,Schoolstraat 7,/basisscholen/westervoort/7497/ikc-de-brug/,Katholiek Basisonderwijs280,280.0,Westervoort,Basic School
IKC De Hoge Hoeve,De Hoge Hoeve 70,/basisscholen/westervoort/7499/ikc-de-hoge-hoeve/,Katholiek Basisonderwijs328,328.0,Westervoort,Basic School
Dalton IKC Het Ravelijn,De Steenderens 1,/basisscholen/westervoort/12089/dalton-ikc-het-ravelijn/,Openbaar Basisonderwijs106,106.0,Westervoort,Basic School
Montessori Kindcentrum Westervoort,Paepestraat 23,/basisscholen/westervoort/22305/montessori-kindcentrum-westervoort/,Openbaar Basisonderwijs154,154.0,Westervoort,Basic School
Openbare Basisschool Vinckhuysen,Kanaaldijk 3,/basisscholen/west-graftdijk/5834/openbare-basisschool-vinckhuysen/,Openbaar Basisonderwijs54,54.0,West-Graftdijk,Basic School
CBS de Lichtstraal,Europaplein 10,/basisscholen/westkapelle/5619/cbs-de-lichtstraal/,Prot. christelijk,82.0,Westkapelle,Basic School
Archipelschool De Lichtboei,Koudorpstraat 18,/basisscholen/westkapelle/22743/archipelschool-de-lichtboei/,Openbaar Basisonderwijs67,67.0,Westkapelle,Basic School
Openbare Basisschool Theo Thijssen,Piet Kuiperlaan 3,/basisscholen/westknollendam/11203/openbare-basisschool-theo-thijssen/,Openbaar Basisonderwijs57,57.0,Westknollendam,Basic School
cbs De Weerklank,Beatrixlaan 2 a,/basisscholen/westmaas/5803/cbs-de-weerklank/,Prot. christelijk,97.0,Westmaas,Basic School
De Vlashoek,van Koetsveldlaan 19,/basisscholen/westmaas/10238/de-vlashoek/,Openbaar Basisonderwijs60,60.0,Westmaas,Basic School
Obs Prinses Margrietschool,Dennenweg 4,/basisscholen/west-terschelling/4621/obs-prinses-margrietschool/,Openbaar Basisonderwijs50,50.0,West-Terschelling,Basic School
Ds Vossersschool voor Christelijk Basisonderwijs,Dennenweg 4,/basisscholen/west-terschelling/12361/ds-vossersschool-voor-christelijk-basisonderwijs/,Prot. christelijk,89.0,West-Terschelling,Basic School
Basisschool De Westwijzer,Dr.Nuijensstraat 74,/basisscholen/westwoud/24689/basisschool-de-westwijzer/,Katholiek Basisonderwijs127,127.0,Westwoud,Basic School
cbs Wij-land,J.J. Allanstraat 149,/basisscholen/westzaan/9857/cbs-wij-land/,Prot. christelijk,118.0,Westzaan,Basic School
Openbare Basisschool De Kroosduiker,Torenstraat 5,/basisscholen/westzaan/7357/openbare-basisschool-de-kroosduiker/,Openbaar Basisonderwijs177,177.0,Westzaan,Basic School
Basisschool De Ruyter,Kapittelweg 2b,/basisscholen/weurt/25986/basisschool-de-ruyter/,Katholiek Basisonderwijs163,163.0,Weurt,Basic School
Christelijke basisschool De Spoorzoeker,Cotoneasterstraat 19,/basisscholen/wezep/8696/christelijke-basisschool-de-spoorzoeker/,Prot. christelijk,224.0,Wezep,Basic School
De Uilenhorst katholieke brede school,Noordsingel 72,/basisscholen/wezep/9396/de-uilenhorst-katholieke-brede-school/,Katholiek Basisonderwijs136,136.0,Wezep,Basic School
De Wereldweide,Clematisstraat 10,/basisscholen/wezep/9951/de-wereldweide/,Openbaar Basisonderwijs51,51.0,Wezep,Basic School
Christelijke Basisschool De Rank,Ruitersveldweg 10,/basisscholen/wezep/10302/christelijke-basisschool-de-rank/,Prot. christelijk,177.0,Wezep,Basic School
Christelijke Basisschool De Bron,Cotoneasterstraat 19b,/basisscholen/wezep/10303/christelijke-basisschool-de-bron/,Prot. christelijk,187.0,Wezep,Basic School
Christelijk Kindcentrum De Schaapskooi,Veluwelaan 8,/basisscholen/wezep/24740/christelijk-kindcentrum-de-schaapskooi/,Prot. christelijk,310.0,Wezep,Basic School
De Garve,Dorpsstraat 19,/basisscholen/wichmond/9344/de-garve/,Samenwerking Basisonderwijs79,79.0,Wichmond,Basic School
Basisschool Widerode,Marjoleinlaan 41,/basisscholen/wierden/25905/basisschool-widerode/,Openbaar Basisonderwijs212,212.0,Wierden,Basic School
PC Basisschool Het Laar,Eikenlaan 3,/basisscholen/wierden/6341/pc-basisschool-het-laar/,Prot. christelijk,162.0,Wierden,Basic School
Mariaschool,Bongerd 1,/basisscholen/wierden/8020/mariaschool/,Katholiek Basisonderwijs114,114.0,Wierden,Basic School
Het Galjoen,Kruizemunthof 4,/basisscholen/wierden/8021/het-galjoen/,Katholiek Basisonderwijs333,333.0,Wierden,Basic School
De Morgenster,Kruizemunthof 10,/basisscholen/wierden/12364/de-morgenster/,Prot. christelijk,257.0,Wierden,Basic School
De Kluinveenschool,Kupersweg 13,/basisscholen/wierden/8609/de-kluinveenschool/,Prot. christelijk,90.0,Wierden,Basic School
De Sjaloom,De Savornin Lohmanstraat 2,/basisscholen/wierden/12365/de-sjaloom/,Prot. christelijk,192.0,Wierden,Basic School
De Tweewegen,Populierenlaan 27,/basisscholen/wieringerwaard/10202/de-tweewegen/,Openbaar Basisonderwijs164,164.0,Wieringerwaard,Basic School
Openbare Jenaplanschool De Zilvermeeuw,Vogelzwin 23,/basisscholen/wieringerwerf/6273/openbare-jenaplanschool-de-zilvermeeuw/,Openbaar Basisonderwijs71,71.0,Wieringerwerf,Basic School
Openbare Basisschool Triangel,Terpstraat 42,/basisscholen/wieringerwerf/10209/openbare-basisschool-triangel/,Openbaar Basisonderwijs104,104.0,Wieringerwerf,Basic School
Rooms Katholieke Basisschool Don Bosco,Terppad 1,/basisscholen/wieringerwerf/11711/rooms-katholieke-basisschool-don-bosco/,Katholiek Basisonderwijs232,232.0,Wieringerwerf,Basic School
Basisschool Het Baken,Sternstraat 29,/basisscholen/wieringerwerf/8442/basisschool-het-baken/,Prot. christelijk,86.0,Wieringerwerf,Basic School
Kindcentrum Westwijzer,Blauwe Hof 4003,/basisscholen/wijchen/5161/kindcentrum-westwijzer/,Algemeen bijzonder,377.0,Wijchen,Basic School
De Buizerd,Buizerdstraat 235,/basisscholen/wijchen/9056/de-buizerd/,Openbaar Basisonderwijs366,366.0,Wijchen,Basic School
Paulusschool v BSO,Roerdompstraat 76,/basisscholen/wijchen/5162/paulusschool-v-bso/,Katholiek Basisonderwijs203,203.0,Wijchen,Basic School
kbs De Viersprong,Lijsterbesstraat 2,/basisscholen/wijchen/5163/kbs-de-viersprong/,Katholiek Basisonderwijs244,244.0,Wijchen,Basic School
Basisschool Antonius,Heumenseweg 46,/basisscholen/wijchen/9058/basisschool-antonius/,Samenwerking Basisonderwijs92,92.0,Wijchen,Basic School
Basisschool St Paschalis,Suikerbergseweg 2,/basisscholen/wijchen/5164/basisschool-st-paschalis/,Katholiek Basisonderwijs304,304.0,Wijchen,Basic School
School voor Speciaal Basisonderwijs De Bolster,Homberg 2994,/basisscholen/wijchen/9061/school-voor-speciaal-basisonderwijs-de-bolster/,Samenwerking Speciaal,129.0,Wijchen,Basic School
Het Zuiderpad Samenwerkingsschool,Oudelaan 2102,/basisscholen/wijchen/9062/het-zuiderpad-samenwerkingsschool/,Algemeen bijzonder,323.0,Wijchen,Basic School
Openbare Basisschool Trinoom,Diemewei 4505,/basisscholen/wijchen/5166/openbare-basisschool-trinoom/,Openbaar Basisonderwijs779,779.0,Wijchen,Basic School
Roelof van Wienesse,Molenweg 27,/basisscholen/wijdenes/4660/roelof-van-wienesse/,Openbaar Basisonderwijs85,85.0,Wijdenes,Basic School
Basisschool Wijdewormer,Wijdewormerplein 1,/basisscholen/wijdewormer/10176/basisschool-wijdewormer/,Openbaar Basisonderwijs117,117.0,Wijdewormer,Basic School
Mijnpleinschool Wijhe,Stationsweg 7,/basisscholen/wijhe/9415/mijnpleinschool-wijhe/,Samenwerking Basisonderwijs437,437.0,Wijhe,Basic School
Openbare basisschool de Wije,Kolkweiden 2,/basisscholen/wijhe/10358/openbare-basisschool-de-wije/,Openbaar Basisonderwijs143,143.0,Wijhe,Basic School
Basisschool De Vrijheit,Dorpsduinen 12-14,/basisscholen/wijk-aan-zee/22523/basisschool-de-vrijheit/,Samenwerking Basisonderwijs116,116.0,Wijk aan Zee,Basic School
Basisschool De Wegwijzer,Karolingersweg 147,/basisscholen/wijk-bij-duurstede/10335/basisschool-de-wegwijzer/,Prot. christelijk,516.0,Wijk bij Duurstede,Basic School
De Regenboog,Dukdalf 28,/basisscholen/wijk-bij-duurstede/10338/de-regenboog/,Prot. christelijk,209.0,Wijk bij Duurstede,Basic School
Brede school Het Anker,Hordenweg 7,/basisscholen/wijk-bij-duurstede/7457/brede-school-het-anker/,Algemeen bijzonder,57.0,Wijk bij Duurstede,Basic School
OBS De Werkschuit,Notengaard 17,/basisscholen/wijk-bij-duurstede/7619/obs-de-werkschuit/,Openbaar Basisonderwijs141,141.0,Wijk bij Duurstede,Basic School
OBS Het Anker,Hordenweg 7,/basisscholen/wijk-bij-duurstede/11427/obs-het-anker/,Openbaar Basisonderwijs194,194.0,Wijk bij Duurstede,Basic School
De Horn,Overloop 2,/basisscholen/wijk-bij-duurstede/11428/de-horn/,Openbaar Basisonderwijs274,274.0,Wijk bij Duurstede,Basic School
Basisschool Windroos,Karolingersweg 147 A,/basisscholen/wijk-bij-duurstede/8024/basisschool-windroos/,Algemeen bijzonder,151.0,Wijk bij Duurstede,Basic School
Basisschool J. Henri Dunant,Tulpstraat 9,/basisscholen/wijk-en-aalburg/7452/basisschool-j-henri-dunant/,Openbaar Basisonderwijs152,152.0,Wijk en Aalburg,Basic School
Basisschool De Hoeksteen,Kerkverreweide 61,/basisscholen/wijk-en-aalburg/12053/basisschool-de-hoeksteen/,Prot. christelijk,418.0,Wijk en Aalburg,Basic School
Op de 10 Bunder,Tienbundersweg 1,/basisscholen/wijlre/23269/op-de-10-bunder/,Katholiek Basisonderwijs193,193.0,Wijlre,Basic School
Bs Stefanus,Panhuysstraat 3,/basisscholen/wijnandsrade/6450/bs-stefanus/,Katholiek Basisonderwijs91,91.0,Wijnandsrade,Basic School
De Zaaier,Dorpsstraat 32 A,/basisscholen/wijngaarden/24592/de-zaaier/,Prot. christelijk,52.0,Wijngaarden,Basic School
Skoalle de Sinnewizer,Welfingstrjitte 5,/basisscholen/wijnjewoude/24805/skoalle-de-sinnewizer/,Samenwerking Basisonderwijs150,150.0,Wijnjewoude,Basic School
IKC Zuiderenk,Drijberseweg 2,/basisscholen/wijster/7276/ikc-zuiderenk/,Openbaar Basisonderwijs83,83.0,Wijster,Basic School
Basisschool De Klimop (Wilbertoord),Wethouder Lindersstraat 81,/basisscholen/wilbertoord/26465/basisschool-de-klimop-wilbertoord/,Katholiek Basisonderwijs68,68.0,Wilbertoord,Basic School
Openbare academische basisschool voor daltononderwijs,Groen van Prinstererlaan 24,/basisscholen/wildervank/11050/openbare-academische-basisschool-voor-daltononderwijs/,Openbaar Basisonderwijs242,242.0,Wildervank,Basic School
Openbare Basisschool De Sleutel,J. Kammingastraat 100,/basisscholen/wildervank/7192/openbare-basisschool-de-sleutel/,Openbaar Basisonderwijs93,93.0,Wildervank,Basic School
Stamperiusschool,I.G.J. van den Boschstraat 2H,/basisscholen/wilhelminadorp/25508/stamperiusschool/,Openbaar Basisonderwijs39,39.0,Wilhelminadorp,Basic School
Openbare Basisschool De Kievitshoek,Linthorst Homanstraat 24,/basisscholen/wilhelminaoord/11256/openbare-basisschool-de-kievitshoek/,Openbaar Basisonderwijs68,68.0,Wilhelminaoord,Basic School
Basisschool Gen Vd Bosch,Paasloregel 1,/basisscholen/willemsoord/11144/basisschool-gen-vd-bosch/,Openbaar Basisonderwijs89,89.0,Willemsoord,Basic School
Openbare Basisschool Willem de Zwijger,Mr. Jaap Burgerlaan 1,/basisscholen/willemstad/6335/openbare-basisschool-willem-de-zwijger/,Openbaar Basisonderwijs111,111.0,Willemstad,Basic School
p.c.b.s. 'De Singel',Singel 1,/basisscholen/willemstad/11077/pcbs-de-singel/,Prot. christelijk,116.0,Willemstad,Basic School
Jenaplan Basisschool Vlinderbos,Veenweg 117A,/basisscholen/wilnis/5223/jenaplan-basisschool-vlinderbos/,Algemeen bijzonder,188.0,Wilnis,Basic School
Kids College,Veenweg 118 A,/basisscholen/wilnis/9701/kids-college/,Prot. christelijk,124.0,Wilnis,Basic School
Koningin Julianaschool,Stationsweg 7,/basisscholen/wilnis/9882/koningin-julianaschool/,Prot. christelijk,147.0,Wilnis,Basic School
Openbare Basisschool Willespoort,Vossestaart 1,/basisscholen/wilnis/10525/openbare-basisschool-willespoort/,Openbaar Basisonderwijs228,228.0,Wilnis,Basic School
Daniel De Brouwerschool,Lathmerweg 4,/basisscholen/wilp/4966/daniel-de-brouwerschool/,Katholiek Speciaal,70.0,Wilp,Basic School
Kindcentrum Hagewinde,Kerkstraat 14,/basisscholen/wilp/10582/kindcentrum-hagewinde/,Openbaar Basisonderwijs99,99.0,Wilp,Basic School
Kindcentrum Wilp-Achterhoek,Zwarte Kolkstraat 80,/basisscholen/wilp/6661/kindcentrum-wilp-achterhoek/,Openbaar Basisonderwijs50,50.0,Wilp,Basic School
CBS De Regenboog,Westenbergstraat 28,/basisscholen/wilsum/5797/cbs-de-regenboog/,Prot. christelijk,70.0,Wilsum,Basic School
Prof W J Bladergroenschool,Grintweg 70a,/basisscholen/winschoten/22866/prof-w-j-bladergroenschool/,Algemeen bijzonder,49.0,Winschoten,Basic School
Openbare Basisschool de Kleine Dollard,Jachtlaan 21,/basisscholen/winschoten/6828/openbare-basisschool-de-kleine-dollard/,Openbaar Basisonderwijs155,155.0,Winschoten,Basic School
Kindcentrum Beukenlaan,Beukenlaan 42,/basisscholen/winschoten/6829/kindcentrum-beukenlaan/,Openbaar Basisonderwijs190,190.0,Winschoten,Basic School
Dalton Kindcentrum de Tweemaster,Piet Heinlaan 19,/basisscholen/winschoten/6830/dalton-kindcentrum-de-tweemaster/,Openbaar Basisonderwijs156,156.0,Winschoten,Basic School
Openbare Basisschool de Waterlelie,Albert Verweijstraat 1,/basisscholen/winschoten/6831/openbare-basisschool-de-waterlelie/,Openbaar Basisonderwijs203,203.0,Winschoten,Basic School
SBO Delta,Grintweg 70,/basisscholen/winschoten/10712/sbo-delta/,Openbaar Speciaal,177.0,Winschoten,Basic School
"de Meentschool, openbare (V)SO school voor ZML",Grintweg 70,/basisscholen/winschoten/10713/de-meentschool-openbare-vso-school-voor-zml/,Openbaar Speciaal,51.0,Winschoten,Basic School
CBS Maranatha,Hoogklei 7,/basisscholen/winschoten/7312/cbs-maranatha/,Prot. christelijk,189.0,Winschoten,Basic School
