name,address,link,type of education,n_students,neighborhood,type
Comenius Lyceum Amsterdam,Jacob Geelstraat 38,/middelbare-scholen/amsterdam/4436/comenius-lyceum-amsterdam/,Confessioneel overig,831.0,Amsterdam,Middle School
Calvijn College,Pieter Calandlaan 3,/middelbare-scholen/amsterdam/4468/calvijn-college/,Confessioneel overig,489.0,Amsterdam,Middle School
Iedersland College,Zekeringstraat 38-40,/middelbare-scholen/amsterdam/4391/iedersland-college/,Confessioneel overig,154.0,Amsterdam,Middle School
Damstede Lyceum,Rode Kruisstraat 83,/middelbare-scholen/amsterdam/4437/damstede-lyceum/,Confessioneel overig,760.0,Amsterdam,Middle School
ABC Noorderlicht,Rode Kruisstraat 14,/middelbare-scholen/amsterdam/4469/abc-noorderlicht/,Confessioneel overig,376.0,Amsterdam,Middle School
Over-Y College,Floraweg 170,/middelbare-scholen/amsterdam/4438/over-y-college/,Confessioneel overig,416.0,Amsterdam,Middle School
Hogelant,Duinluststraat 20,/middelbare-scholen/amsterdam/4470/hogelant/,Confessioneel overig,108.0,Amsterdam,Middle School
Xplore - Agora Amsterdam,Schoenerstraat 7,/middelbare-scholen/amsterdam/25398/xplore-agora-amsterdam/,Confessioneel overig,195.0,Amsterdam,Middle School
Gerrit van der Veen College,Gerrit van der Veenstraat 99,/middelbare-scholen/amsterdam/4393/gerrit-van-der-veen-college/,Confessioneel overig,873.0,Amsterdam,Middle School
Sweelinck College,Moreelsestraat 21,/middelbare-scholen/amsterdam/4439/sweelinck-college/,Confessioneel overig,339.0,Amsterdam,Middle School
Huygens College,Tweede Constantijn Huygensstraat 31,/middelbare-scholen/amsterdam/4471/huygens-college/,Confessioneel overig,403.0,Amsterdam,Middle School
Zuiderlicht College,Rustenburgerstraat 436 - 438,/middelbare-scholen/amsterdam/4440/zuiderlicht-college/,Confessioneel overig,422.0,Amsterdam,Middle School
De Apollo,Oudaen 6,/middelbare-scholen/amsterdam/4394/de-apollo/,Confessioneel overig,324.0,Amsterdam,Middle School
Vinse School,Haarlemmerstraat 132 -136,/middelbare-scholen/amsterdam/23755/vinse-school/,Confessioneel overig,373.0,Amsterdam,Middle School
De Amsterdamse MAVO,Linnaeushof 48,/middelbare-scholen/amsterdam/24144/de-amsterdamse-mavo/,Overige Voortgezet,266.0,Amsterdam,Middle School
Pvo Amsterdam Tjalling Koopmans,Meeuwenlaan 136,/middelbare-scholen/amsterdam/24573/pvo-amsterdam-tjalling-koopmans/,Overige Voortgezet,293.0,Amsterdam,Middle School
"Cornelius Haga Lyceum, Islamitische Scholengemeenschap voor mavo havo en vwo",Naritaweg 30,/middelbare-scholen/amsterdam/24534/cornelius-haga-lyceum-islamitische-scholengemeenschap-voor-mavo-havo-en-vwo/,Confessioneel overig,445.0,Amsterdam,Middle School
Kentalis Signis SOVSO,Jan Sluijtersstraat 9,/middelbare-scholen/amsterdam/23981/kentalis-signis-sovso/,Algemeen bijzonder,15.0,Amsterdam,Middle School
Altra College,Konijnenstraat 7,/middelbare-scholen/amsterdam/26256/altra-college/,Algemeen bijzonder,58.0,Amsterdam,Middle School
School 2 Care,Johan Braakensiekhof 31,/middelbare-scholen/amsterdam/26257/school-2-care/,Algemeen bijzonder,28.0,Amsterdam,Middle School
Altra College Arkin,Baarsjesweg 224 I,/middelbare-scholen/amsterdam/26258/altra-college-arkin/,Algemeen bijzonder,35.0,Amsterdam,Middle School
Purmercollege,Purmerweg 116,/middelbare-scholen/amsterdam/26259/purmercollege/,Algemeen bijzonder,19.0,Amsterdam,Middle School
Altra College Zuidoost,Kortvoort 60,/middelbare-scholen/amsterdam/26260/altra-college-zuidoost/,Algemeen bijzonder,36.0,Amsterdam,Middle School
Altra College Bleichrodt,Tafelbergweg 23,/middelbare-scholen/amsterdam/26263/altra-college-bleichrodt/,Algemeen bijzonder,276.0,Amsterdam,Middle School
Koppeling College,Tafelbergweg 8,/middelbare-scholen/amsterdam/26265/koppeling-college/,Algemeen bijzonder,5.0,Amsterdam,Middle School
Mediacollege Amsterdam vmbo,Dintelstraat 15,/middelbare-scholen/amsterdam/3000/mediacollege-amsterdam-vmbo/,Algemeen bijzonder,285.0,Amsterdam,Middle School
Kolom Praktijkcollege De Atlant,Teilingen 4,/middelbare-scholen/amsterdam/3109/kolom-praktijkcollege-de-atlant/,Overige Voortgezet,151.0,Amsterdam,Middle School
Praktijkcollege Het Plein,Jan de Louterpad 5,/middelbare-scholen/amsterdam/3111/praktijkcollege-het-plein/,Overige Voortgezet,182.0,Amsterdam,Middle School
VSO De Heldring,Burg. Eliasstraat 20,/middelbare-scholen/amsterdam/12120/vso-de-heldring/,Algemeen bijzonder,184.0,Amsterdam,Middle School
VSO Alphons Laudy,Van Nijenrodeweg 648,/middelbare-scholen/amsterdam/23378/vso-alphons-laudy/,Algemeen bijzonder,160.0,Amsterdam,Middle School
Kolom praktijkcollege Noord (KPCN),Oostzanerdijk 139,/middelbare-scholen/amsterdam/3113/kolom-praktijkcollege-noord-kpcn/,Algemeen bijzonder,181.0,Amsterdam,Middle School
Kolom Praktijkcollege De Dreef,Alexander Dumaslaan 7,/middelbare-scholen/amsterdam/3115/kolom-praktijkcollege-de-dreef/,Algemeen bijzonder,127.0,Amsterdam,Middle School
Stichting Joodse Kindergemeenschap Cheider MAVO HAVO VWO,Zeelandstraat 11,/middelbare-scholen/amsterdam/3135/stichting-joodse-kindergemeenschap-cheider-mavo-havo-vwo/,Prot. christelijk,33.0,Amsterdam,Middle School
Calandlyceum voor Gymnasium Atheneum Havo Vmbo vestiging De Toekomst,Borchlandweg 18,/middelbare-scholen/amsterdam-duivendrecht/25740/calandlyceum-voor-gymnasium-atheneum-havo-vmbo-vestiging-de-toekomst/,Openbaar Voortgezet,79.0,Amsterdam-Duivendrecht,Middle School
Curio prinsentuin Andel,Buitenlaan 2,/middelbare-scholen/andel/799/curio-prinsentuin-andel/,Openbaar Voortgezet,614.0,Andel,Middle School
Obadjaschool voor VSO Apeldoorn,Anklaarseweg 71,/middelbare-scholen/apeldoorn/4941/obadjaschool-voor-vso-apeldoorn/,Prot. christelijk,113.0,Apeldoorn,Middle School
Voortgezet Speciaal Onderwijs Zeer Moeilijk Opvoedbare Kinderen De Bolster,Gentiaanstraat 804,/middelbare-scholen/apeldoorn/26762/voortgezet-speciaal-onderwijs-zeer-moeilijk-opvoedbare-kinderen-de-bolster/,Prot. christelijk,,Apeldoorn,Middle School
Het Kroonpad,Citroenvlinder 51,/middelbare-scholen/apeldoorn/5327/het-kroonpad/,Katholiek Voortgezet,12.0,Apeldoorn,Middle School
Gentiaan College,Gentiaanstraat 804,/middelbare-scholen/apeldoorn/25765/gentiaan-college/,Algemeen bijzonder,347.0,Apeldoorn,Middle School
Gentiaan College - Travo,Ln van de Mensenrechten 500,/middelbare-scholen/apeldoorn/25766/gentiaan-college-travo/,Algemeen bijzonder,24.0,Apeldoorn,Middle School
Het Hofpark,Mr. van Hasseltlaan 57,/middelbare-scholen/apeldoorn/25043/het-hofpark/,Openbaar Voortgezet,,Apeldoorn,Middle School
Praktijkschool Apeldoorn,Fabianusstraat 2,/middelbare-scholen/apeldoorn/2488/praktijkschool-apeldoorn/,Openbaar Voortgezet,210.0,Apeldoorn,Middle School
Walterbosch,Waltersingel 130,/middelbare-scholen/apeldoorn/26194/walterbosch/,Overige Voortgezet,1435.0,Apeldoorn,Middle School
UGO verkennend vmbo/Cortenbosch,Waleweingaarde 103,/middelbare-scholen/apeldoorn/26190/ugo-verkennend-vmbo-cortenbosch/,Openbaar Voortgezet,562.0,Apeldoorn,Middle School
Mheenpark,Zilverschoon 43,/middelbare-scholen/apeldoorn/26199/mheenpark/,Overige Voortgezet,588.0,Apeldoorn,Middle School
Mheenpark (onderbouwlocatie),Duizendschoon 8,/middelbare-scholen/apeldoorn/26200/mheenpark-onderbouwlocatie/,Overige Voortgezet,217.0,Apeldoorn,Middle School
De Heemgaard,Heemradenlaan 125,/middelbare-scholen/apeldoorn/26204/de-heemgaard/,Prot. christelijk,1257.0,Apeldoorn,Middle School
Sprengeloo / UDO,Sprengenweg 81,/middelbare-scholen/apeldoorn/26192/sprengeloo-udo/,Overige Voortgezet,933.0,Apeldoorn,Middle School
Christelijk Lyceum,Jachtlaan 108,/middelbare-scholen/apeldoorn/26191/christelijk-lyceum/,Overige Voortgezet,1329.0,Apeldoorn,Middle School
Koninklijke Scholen Gemeenschap,Jhr Mr G W Molleruslaan 42,/middelbare-scholen/apeldoorn/26198/koninklijke-scholen-gemeenschap/,Openbaar Voortgezet,1114.0,Apeldoorn,Middle School
UGO verkennend vmbo,Waleweingaarde 103,/middelbare-scholen/apeldoorn/26202/ugo-verkennend-vmbo/,Openbaar Voortgezet,593.0,Apeldoorn,Middle School
Openbare Scholengemeenschap Apeldoorn,Loudonstraat 28,/middelbare-scholen/apeldoorn/26205/openbare-scholengemeenschap-apeldoorn/,Openbaar Voortgezet,78.0,Apeldoorn,Middle School
Gymnasium Apeldoorn,Kastanjelaan 10,/middelbare-scholen/apeldoorn/26196/gymnasium-apeldoorn/,Openbaar Voortgezet,576.0,Apeldoorn,Middle School
De Zonnehoek Chr. school voor speciaal en voortgezet speciaal onderwijs,Citroenvlinder 77,/middelbare-scholen/apeldoorn/8114/de-zonnehoek-chr-school-voor-speciaal-en-voortgezet-speciaal-onderwijs/,Prot. christelijk,127.0,Apeldoorn,Middle School
Christelijke Praktijkschool De Boog,Buizerdweg 17,/middelbare-scholen/apeldoorn/3040/christelijke-praktijkschool-de-boog/,Prot. christelijk,176.0,Apeldoorn,Middle School
Jacobus Fruytier scholengemeenschap Apeldoorn,Anklaarseweg 71,/middelbare-scholen/apeldoorn/3169/jacobus-fruytier-scholengemeenschap-apeldoorn/,Prot. christelijk,1308.0,Apeldoorn,Middle School
"Campus VO Eemsdelta voor praktijkonderwijs, in thuisbasis George Martens",Pastorielaan 4,/middelbare-scholen/appingedam/3299/campus-vo-eemsdelta-voor-praktijkonderwijs-in-thuisbasis-george-martens/,Overige Voortgezet,120.0,Appingedam,Middle School
"Campus VO Eemsdelta voor vmbo tl, bb, kb en vmbo-OOM, in thuisbasis Theda Mansholt",Pastorielaan 4,/middelbare-scholen/appingedam/4464/campus-vo-eemsdelta-voor-vmbo-tl-bb-kb-en-vmbo-oom-in-thuisbasis-theda-mansholt/,Overige Voortgezet,604.0,Appingedam,Middle School
"Campus VO Eemsdelta voor havo/vwo/vwo+, in thuisbasis Rudolph Pabus Cleveringa",Pastorielaan 4,/middelbare-scholen/appingedam/4388/campus-vo-eemsdelta-voor-havo-vwo-vwo-in-thuisbasis-rudolph-pabus-cleveringa/,Overige Voortgezet,698.0,Appingedam,Middle School
Olympus College,Olympus 11,/middelbare-scholen/arnhem/357/olympus-college/,Samenwerking Voortgezet,1239.0,Arnhem,Middle School
Brugjaar Jan Ligthart (Olympus College),Zeegsingel 2,/middelbare-scholen/arnhem/24537/brugjaar-jan-ligthart-olympus-college/,Samenwerking Voortgezet,146.0,Arnhem,Middle School
Produs Praktijkonderwijs,Leidenweg 60,/middelbare-scholen/arnhem/361/produs-praktijkonderwijs/,Openbaar Voortgezet,183.0,Arnhem,Middle School
Stedelijk Gymnasium Arnhem,Thorbeckestraat 17,/middelbare-scholen/arnhem/367/stedelijk-gymnasium-arnhem/,Openbaar Voortgezet,747.0,Arnhem,Middle School
Lorentz Lyceum,Metamorfosenallee 100,/middelbare-scholen/arnhem/369/lorentz-lyceum/,Openbaar Voortgezet,1008.0,Arnhem,Middle School
Maarten van Rossem,Groningensingel 1235,/middelbare-scholen/arnhem/371/maarten-van-rossem/,Openbaar Voortgezet,318.0,Arnhem,Middle School
Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo,Parnassusstraat 20,/middelbare-scholen/arnhem/24538/lorentz-groep-voor-vwo-havo-mavo-vbo-lwoo/,Openbaar Voortgezet,161.0,Arnhem,Middle School
Lorentz Groep voor Vwo Havo Mavo Vbo Lwoo loc. ISK Groningensingel 1245,Groningensingel 1245,/middelbare-scholen/arnhem/26569/lorentz-groep-voor-vwo-havo-mavo-vbo-lwoo-loc-isk-groningensingel-1245/,Openbaar Voortgezet,98.0,Arnhem,Middle School
Beekdal Lyceum,Bernhardlaan 49,/middelbare-scholen/arnhem/376/beekdal-lyceum/,Openbaar Voortgezet,1191.0,Arnhem,Middle School
VMBO 't Venster,Thomas a Kempislaan 82,/middelbare-scholen/arnhem/378/vmbo-t-venster/,Openbaar Voortgezet,582.0,Arnhem,Middle School
Montessori College Arnhem,Utrechtseweg 174,/middelbare-scholen/arnhem/380/montessori-college-arnhem/,Openbaar Voortgezet,722.0,Arnhem,Middle School
GSG Guido,Grensweg 2,/middelbare-scholen/arnhem/1155/gsg-guido/,Prot. christelijk,189.0,Arnhem,Middle School
De Brouwerij/Olympus,Olympus 11,/middelbare-scholen/arnhem/26354/de-brouwerij-olympus/,Prot. christelijk,29.0,Arnhem,Middle School
Prisma College,Heijenoordseweg 7,/middelbare-scholen/arnhem/9224/prisma-college/,Algemeen bijzonder,246.0,Arnhem,Middle School
Mariëndael,Middachtensingel 12,/middelbare-scholen/arnhem/9227/mariendael/,Algemeen bijzonder,335.0,Arnhem,Middle School
Briant College,Bethanienstraat 250,/middelbare-scholen/arnhem/25792/briant-college/,Algemeen bijzonder,145.0,Arnhem,Middle School
Thomas a Kempis College,Thomas a Kempislaan 25,/middelbare-scholen/arnhem/2085/thomas-a-kempis-college/,Overige Voortgezet,1535.0,Arnhem,Middle School
Leerpark Arnhem,IJssellaan 89,/middelbare-scholen/arnhem/2087/leerpark-arnhem/,Samenwerking Voortgezet,229.0,Arnhem,Middle School
Praktijkschool Arentheem,IJssellaan 89,/middelbare-scholen/arnhem/2092/praktijkschool-arentheem/,Overige Voortgezet,176.0,Arnhem,Middle School
Kentalis College Arnhem,IJssellaan 89,/middelbare-scholen/arnhem/24052/kentalis-college-arnhem/,Algemeen bijzonder,54.0,Arnhem,Middle School
Praktijkonderwijs Assen e/o,Zwartwatersweg 202,/middelbare-scholen/assen/16/praktijkonderwijs-assen-e-o/,Openbaar Voortgezet,234.0,Assen,Middle School
Dr. Nassau College locatie Quintus Assen,Groen van Prinstererlaan 98,/middelbare-scholen/assen/161/dr-nassau-college-locatie-quintus-assen/,Openbaar Voortgezet,1603.0,Assen,Middle School
Dr Nassau College locatie Penta,A.H.G. Fokkerstraat 1,/middelbare-scholen/assen/165/dr-nassau-college-locatie-penta/,Openbaar Voortgezet,1002.0,Assen,Middle School
Internationale Schakelklas Dr. Nassau College,Merwedestraat 16,/middelbare-scholen/assen/24120/internationale-schakelklas-dr-nassau-college/,Openbaar Voortgezet,321.0,Assen,Middle School
Terra Assen,Vredeveldseweg 55,/middelbare-scholen/assen/810/terra-assen/,Overige Voortgezet,708.0,Assen,Middle School
De Atlas Assen,Treubstraat 2,/middelbare-scholen/assen/6205/de-atlas-assen/,Algemeen bijzonder,104.0,Assen,Middle School
De Atlas (Epe),Epe 83,/middelbare-scholen/assen/24960/de-atlas-epe/,Algemeen bijzonder,104.0,Assen,Middle School
Gomarus College Assen,Mr Groen van Prinstererlaan 20,/middelbare-scholen/assen/2655/gomarus-college-assen/,Overige Voortgezet,301.0,Assen,Middle School
W.A. van Lieflandschool,Witterhoofdweg 1G,/middelbare-scholen/assen/24304/wa-van-lieflandschool/,Openbaar Voortgezet,55.0,Assen,Middle School
CS Vincent van Gogh locatie Lariks (havo/vwo),Selma Lagerlöflaan 3,/middelbare-scholen/assen/2881/cs-vincent-van-gogh-locatie-lariks-havo-vwo/,Overige Voortgezet,1120.0,Assen,Middle School
CS Vincent van Gogh locatie Salland (vmbo),Salland 4,/middelbare-scholen/assen/22495/cs-vincent-van-gogh-locatie-salland-vmbo/,Prot. christelijk,567.0,Assen,Middle School
Praktijkschool De Brug,Saenredamstraat 39,/middelbare-scholen/assendelft/2425/praktijkschool-de-brug/,Openbaar Voortgezet,134.0,Assendelft,Middle School
Varendonck College Asten,Beatrixlaan 25,/middelbare-scholen/asten/1854/varendonck-college-asten/,Katholiek Voortgezet,749.0,Asten,Middle School
De la Salle,Sportlaan 1,/middelbare-scholen/baarle-nassau/2857/de-la-salle/,Katholiek Voortgezet,207.0,Baarle-Nassau,Middle School
Waldheim-mavo,Torenlaan 81,/middelbare-scholen/baarn/1182/waldheim-mavo/,Prot. christelijk,420.0,Baarn,Middle School
"Meerwegen College, vestiging Taalcentrum Baarn",Amsterdamsestraatweg 13,/middelbare-scholen/baarn/26523/meerwegen-college-vestiging-taalcentrum-baarn/,Overige Voortgezet,39.0,Baarn,Middle School
Het Baarnsch Lyceum,Torenlaan 83,/middelbare-scholen/baarn/3092/het-baarnsch-lyceum/,Algemeen bijzonder,1104.0,Baarn,Middle School
csg Bogerman Balk,Douwe Aukesstraat 1,/middelbare-scholen/balk/22463/csg-bogerman-balk/,Overige Voortgezet,277.0,Balk,Middle School
Portus Groene Hart,Haarspitwei 11,/middelbare-scholen/barendrecht/24559/portus-groene-hart/,Prot. christelijk,1546.0,Barendrecht,Middle School
Focus Beroepsacademie Calvijn,Dierensteinweg 4,/middelbare-scholen/barendrecht/24541/focus-beroepsacademie-calvijn/,Prot. christelijk,497.0,Barendrecht,Middle School
Dalton Lyceum Barendrecht,Zichtwei 1,/middelbare-scholen/barendrecht/23714/dalton-lyceum-barendrecht/,Openbaar Voortgezet,1804.0,Barendrecht,Middle School
Focus Beroepsacademie Dalton,Dierensteinweg 4,/middelbare-scholen/barendrecht/23759/focus-beroepsacademie-dalton/,Openbaar Voortgezet,334.0,Barendrecht,Middle School
OZHW Groen College,Dierensteinweg 2,/middelbare-scholen/barendrecht/24909/ozhw-groen-college/,Openbaar Voortgezet,148.0,Barendrecht,Middle School
School voor Speciaal Basisonderwijs De Rank,Dorpsstraat-Oost 3 a,/middelbare-scholen/barendrecht/25616/school-voor-speciaal-basisonderwijs-de-rank/,Prot. christelijk,63.0,Barendrecht,Middle School
Yulius Discovery College,Dennenhout 1,/middelbare-scholen/barendrecht/8569/yulius-discovery-college/,Algemeen bijzonder,193.0,Barendrecht,Middle School
De Meerwaarde,Rietberglaan 6,/middelbare-scholen/barneveld/2429/de-meerwaarde/,Prot. christelijk,1778.0,Barneveld,Middle School
Van Lodenstein College locatie Barneveld,Lunterseweg 94,/middelbare-scholen/barneveld/2615/van-lodenstein-college-locatie-barneveld/,Prot. christelijk,840.0,Barneveld,Middle School
Johannes Fontanus College,Wethouder Rebellaan 135,/middelbare-scholen/barneveld/2774/johannes-fontanus-college/,Prot. christelijk,2269.0,Barneveld,Middle School
Rehoboth so cluster-4,Schoutenstraat 113,/middelbare-scholen/barneveld/12296/rehoboth-so-cluster-4/,Prot. christelijk,58.0,Barneveld,Middle School
Commanderij College locatie De Laarbeecke,Muzenlaan 2,/middelbare-scholen/beek-en-donk/1492/commanderij-college-locatie-de-laarbeecke/,Algemeen bijzonder,530.0,Beek en Donk,Middle School
Dr. Nassau College locatie Volta - Midden-Drenthe Beilen,De Omloop 5,/middelbare-scholen/beilen/163/dr-nassau-college-locatie-volta-midden-drenthe-beilen/,Openbaar Voortgezet,289.0,Beilen,Middle School
CS Vincent van Gogh locatie Volta - CSG Beilen,De Omloop 5,/middelbare-scholen/beilen/22449/cs-vincent-van-gogh-locatie-volta-csg-beilen/,Prot. christelijk,290.0,Beilen,Middle School
Dollard College Bellingwolde,Dorpsplein 7,/middelbare-scholen/bellingwolde/26552/dollard-college-bellingwolde/,Overige Voortgezet,173.0,Bellingwolde,Middle School
Pro College Bemmel,Sportlaan 1 K,/middelbare-scholen/bemmel/1778/pro-college-bemmel/,Algemeen bijzonder,80.0,Bemmel,Middle School
"Over Betuwe College (OBC) Bemmel havo, vwo en tweetalig havo en vwo",De Heister 1,/middelbare-scholen/bemmel/2299/over-betuwe-college-obc-bemmel-havo-vwo-en-tweetalig-havo-en-vwo/,Katholiek Voortgezet,1038.0,Bemmel,Middle School
Over Betuwe College (OBC) Bemmel vmbo-t,Drieske 4,/middelbare-scholen/bemmel/2302/over-betuwe-college-obc-bemmel-vmbo-t/,Katholiek Voortgezet,405.0,Bemmel,Middle School
Pax junior,Akkerstraat 22,/middelbare-scholen/beneden-leeuwen/2031/pax-junior/,Katholiek Voortgezet,229.0,Beneden-Leeuwen,Middle School
Berger SGM,Rondelaan 34,/middelbare-scholen/bergen-noord-holland/486/berger-sgm/,Openbaar Voortgezet,817.0,Bergen (Noord-Holland),Middle School
Adriaan Roland Holstschool,Loudelsweg 38,/middelbare-scholen/bergen-noord-holland/1973/adriaan-roland-holstschool/,Algemeen bijzonder,735.0,Bergen (Noord-Holland),Middle School
Vrije School Noord Holland voor Atheneum Havo Mavo,Sint Adelbertuslaan 3,/middelbare-scholen/bergen-noord-holland/26124/vrije-school-noord-holland-voor-atheneum-havo-mavo/,Overige Voortgezet,192.0,Bergen (Noord-Holland),Middle School
PCC Bergen,Loudelsweg 14a,/middelbare-scholen/bergen-noord-holland/3031/pcc-bergen/,Katholiek Voortgezet,117.0,Bergen (Noord-Holland),Middle School
Curio pomona,Pomonalaan 45,/middelbare-scholen/bergen-op-zoom/786/curio-pomona/,Algemeen bijzonder,145.0,Bergen op Zoom,Middle School
Curio isk Bergen op Zoom,Drebbelstraat 20,/middelbare-scholen/bergen-op-zoom/22480/curio-isk-bergen-op-zoom/,Algemeen bijzonder,290.0,Bergen op Zoom,Middle School
"Het Kwadrant, School voor Praktijkonderwijs",Oberonstraat 2,/middelbare-scholen/bergen-op-zoom/1215/het-kwadrant-school-voor-praktijkonderwijs/,Katholiek Voortgezet,233.0,Bergen op Zoom,Middle School
Het Aventurijncollege,De Verlenging 10,/middelbare-scholen/bergen-op-zoom/5862/het-aventurijncollege/,Katholiek Voortgezet,139.0,Bergen op Zoom,Middle School
MollerJuvenaat,Bolwerk-Zuid 168,/middelbare-scholen/bergen-op-zoom/1828/mollerjuvenaat/,Katholiek Voortgezet,615.0,Bergen op Zoom,Middle School
MollerJuvenaat,Noordzijde Zoom 61,/middelbare-scholen/bergen-op-zoom/26592/mollerjuvenaat/,Katholiek Voortgezet,341.0,Bergen op Zoom,Middle School
Roncalli Scholengemeenschap,Tuinderspad 6,/middelbare-scholen/bergen-op-zoom/1859/roncalli-scholengemeenschap/,Samenwerking Voortgezet,1058.0,Bergen op Zoom,Middle School
