name,address,link,type of education,n_students,neighborhood,type
Broeklandcollege,Polderstraat 4,/middelbare-scholen/hoensbroek/2195/broeklandcollege/,Confessioneel overig,397.0,Hoensbroek,Middle School
Sint-Janscollege,Amstenraderweg 122,/middelbare-scholen/hoensbroek/2201/sint-janscollege/,Confessioneel overig,1092.0,Hoensbroek,Middle School
Van Lodenstein College locatie Hoevelaken,Zuiderinslag 1,/middelbare-scholen/hoevelaken/2613/van-lodenstein-college-locatie-hoevelaken/,Prot. christelijk,729.0,Hoevelaken,Middle School
Stichting Waerdenborch,Haarstraat 14,/middelbare-scholen/holten/272/stichting-waerdenborch/,Openbaar Voortgezet,1411.0,Holten,Middle School
KSH,Assumburg 10,/middelbare-scholen/hoofddorp/23711/ksh/,Katholiek Voortgezet,1677.0,Hoofddorp,Middle School
Kaj Munk College,Kaj Munkweg 3,/middelbare-scholen/hoofddorp/1629/kaj-munk-college/,Overige Voortgezet,1094.0,Hoofddorp,Middle School
Praktijkschool De Linie,Hoofdweg 727,/middelbare-scholen/hoofddorp/2542/praktijkschool-de-linie/,Openbaar Voortgezet,162.0,Hoofddorp,Middle School
Haarlemmermeer Lyceum Tweetalig,Baron de Coubertinlaan 2,/middelbare-scholen/hoofddorp/2546/haarlemmermeer-lyceum-tweetalig/,Openbaar Voortgezet,1247.0,Hoofddorp,Middle School
"Hoofdvaart College, onderdeel van de Dunamare Onderwijs Groep",Paxlaan 20,/middelbare-scholen/hoofddorp/2547/hoofdvaart-college-onderdeel-van-de-dunamare-onderwijs-groep/,Openbaar Voortgezet,413.0,Hoofddorp,Middle School
Haarlemmermeer Lyceum Dalton,Nieuwe Molenaarslaan 20,/middelbare-scholen/hoofddorp/23186/haarlemmermeer-lyceum-dalton/,Openbaar Voortgezet,1089.0,Hoofddorp,Middle School
ISK Haarlemmermeer,Hammarskjoldstraat 226,/middelbare-scholen/hoofddorp/24188/isk-haarlemmermeer/,Openbaar Voortgezet,112.0,Hoofddorp,Middle School
Altra College Haarlemmermeer,Van den Berghlaan 130,/middelbare-scholen/hoofddorp/26262/altra-college-haarlemmermeer/,Algemeen bijzonder,113.0,Hoofddorp,Middle School
De Meander,Wolfsbosstraat 7A,/middelbare-scholen/hoogeveen/527/de-meander/,Openbaar Voortgezet,96.0,Hoogeveen,Middle School
"Wolfsbos, locatie Groene Driehoek",Valkenlaan 1,/middelbare-scholen/hoogeveen/529/wolfsbos-locatie-groene-driehoek/,Openbaar Voortgezet,802.0,Hoogeveen,Middle School
"Wolfsbos, locatie Harm Smeenge",Wolfsbosstraat 3,/middelbare-scholen/hoogeveen/530/wolfsbos-locatie-harm-smeenge/,Openbaar Voortgezet,417.0,Hoogeveen,Middle School
"Wolfsbos, locatie ISK",Wolfsbosstraat 7,/middelbare-scholen/hoogeveen/531/wolfsbos-locatie-isk/,Openbaar Voortgezet,114.0,Hoogeveen,Middle School
"Roelof van Echten College - mavo, havo & vwo",Sportveldenweg 20,/middelbare-scholen/hoogeveen/2000/roelof-van-echten-college-mavo-havo-en-vwo/,Overige Voortgezet,1113.0,Hoogeveen,Middle School
"Roelof van Echten College - praktijkonderwijs, vmbo & lwoo",Voltastraat 27,/middelbare-scholen/hoogeveen/24528/roelof-van-echten-college-praktijkonderwijs-vmbo-en-lwoo/,Overige Voortgezet,979.0,Hoogeveen,Middle School
De Atlas Hoogeveen,Voltastraat 27,/middelbare-scholen/hoogeveen/24646/de-atlas-hoogeveen/,Algemeen bijzonder,96.0,Hoogeveen,Middle School
de Windroos,Voltastraat 27,/middelbare-scholen/hoogeveen/24609/de-windroos/,Algemeen bijzonder,90.0,Hoogeveen,Middle School
dr. Aletta Jacobs College,Laan van de Sport 4,/middelbare-scholen/hoogezand/2832/dr-aletta-jacobs-college/,Openbaar Voortgezet,976.0,Hoogezand,Middle School
dr Aletta Jacobs College - deelschool Praktijkonderwijs,Laan van de Sport 6,/middelbare-scholen/hoogezand/2834/dr-aletta-jacobs-college-deelschool-praktijkonderwijs/,Openbaar Voortgezet,94.0,Hoogezand,Middle School
dr Aletta Jacobs College  deelschool VMBO bovenbouw,Laan van de Sport 8,/middelbare-scholen/hoogezand/25745/dr-aletta-jacobs-college-deelschool-vmbo-bovenbouw/,Openbaar Voortgezet,248.0,Hoogezand,Middle School
Penta Hoogvliet,Elritsstraat 11,/middelbare-scholen/hoogvliet-rotterdam/613/penta-hoogvliet/,Prot. christelijk,496.0,Hoogvliet Rotterdam,Middle School
Accent Praktijkonderwijs Hoogvliet,Max Havelaarweg 53,/middelbare-scholen/hoogvliet-rotterdam/621/accent-praktijkonderwijs-hoogvliet/,Prot. christelijk,199.0,Hoogvliet Rotterdam,Middle School
Einstein Lyceum,Campusplein 18,/middelbare-scholen/hoogvliet-rotterdam/2645/einstein-lyceum/,Openbaar Voortgezet,920.0,Hoogvliet Rotterdam,Middle School
School2Care de Vliet,Klencke 603,/middelbare-scholen/hoogvliet-rotterdam/24989/school2care-de-vliet/,Algemeen bijzonder,,Hoogvliet Rotterdam,Middle School
School2Care de Vliet,Klencke 603,/middelbare-scholen/hoogvliet-rotterdam/25438/school2care-de-vliet/,Algemeen bijzonder,17.0,Hoogvliet Rotterdam,Middle School
Vonk Hoorn (voorheen Clusius College),Blauwe Berg 1-A,/middelbare-scholen/hoorn/1348/vonk-hoorn-voorheen-clusius-college/,Overige Voortgezet,539.0,Hoorn,Middle School
OSG West-Friesland,Bontekoestraat 3,/middelbare-scholen/hoorn/2748/osg-west-friesland/,Openbaar Voortgezet,1502.0,Hoorn,Middle School
Copernicus SG,Nieuwe Steen 11,/middelbare-scholen/hoorn/2750/copernicus-sg/,Openbaar Voortgezet,1131.0,Hoorn,Middle School
SG Newton,Dampten 22,/middelbare-scholen/hoorn/2754/sg-newton/,Openbaar Voortgezet,782.0,Hoorn,Middle School
VSO De Spinaker Hoorn,Marketenster 5,/middelbare-scholen/hoorn/7537/vso-de-spinaker-hoorn/,Openbaar Voortgezet,132.0,Hoorn,Middle School
IKEC Hoorn,Eikstraat 36,/middelbare-scholen/hoorn/22986/ikec-hoorn/,Algemeen bijzonder,136.0,Hoorn,Middle School
Praktijkschool Westfriesland,Gording 124,/middelbare-scholen/hoorn/23158/praktijkschool-westfriesland/,Algemeen bijzonder,219.0,Hoorn,Middle School
Pvo Hoorn Ida Gerhardt Academie,Blauwe Berg 13,/middelbare-scholen/hoorn/25376/pvo-hoorn-ida-gerhardt-academie/,Overige Voortgezet,183.0,Hoorn,Middle School
Tabor College locatie d'Ampte,Berkhouterweg 5,/middelbare-scholen/hoorn/3072/tabor-college-locatie-dampte/,Katholiek Voortgezet,944.0,Hoorn,Middle School
Tabor College Werenfridus,De Keyzerstraat 1,/middelbare-scholen/hoorn/3073/tabor-college-werenfridus/,Katholiek Voortgezet,1361.0,Hoorn,Middle School
Tabor College Oscar Romero,Bouwsteen 1,/middelbare-scholen/hoorn/3074/tabor-college-oscar-romero/,Katholiek Voortgezet,1317.0,Hoorn,Middle School
Sint Ursula Horn,Bergerweg 21,/middelbare-scholen/horn/1811/sint-ursula-horn/,Katholiek Voortgezet,1118.0,Horn,Middle School
Dendron College,Gebr. van Doornelaan 124,/middelbare-scholen/horst/2233/dendron-college/,Overige Voortgezet,1663.0,Horst,Middle School
Taalrijk EOA,Gebr. van Doornelaan 124,/middelbare-scholen/horst/24132/taalrijk-eoa/,Overige Voortgezet,90.0,Horst,Middle School
College de Heemlanden,De Slinger 48,/middelbare-scholen/houten/973/college-de-heemlanden/,Samenwerking Voortgezet,1475.0,Houten,Middle School
Houtens,Kruisboog 1,/middelbare-scholen/houten/25378/houtens/,Algemeen bijzonder,584.0,Houten,Middle School
Yuverta vmbo Houten,Randhoeve 2,/middelbare-scholen/houten/1724/yuverta-vmbo-houten/,Overige Voortgezet,472.0,Houten,Middle School
Berg en Bosch Onderwijs,Handboog 4,/middelbare-scholen/houten/25823/berg-en-bosch-onderwijs/,Algemeen bijzonder,199.0,Houten,Middle School
Over Betuwe College (OBC) Huissen,Julianastraat 17,/middelbare-scholen/huissen/2301/over-betuwe-college-obc-huissen/,Katholiek Voortgezet,720.0,Huissen,Middle School
Erfgooiers College - gym/ath(+)/havo/mavo,Graaf Wichman 175,/middelbare-scholen/huizen/1286/erfgooiers-college-gym-ath-havo-mavo/,Prot. christelijk,976.0,Huizen,Middle School
Huizermaat,Monnickskamp 7,/middelbare-scholen/huizen/1391/huizermaat/,Algemeen bijzonder,1290.0,Huizen,Middle School
Elan College Huizen,IJsselmeerstraat 3 A,/middelbare-scholen/huizen/24706/elan-college-huizen/,Algemeen bijzonder,100.0,Huizen,Middle School
"De Argo, locatie Reijnaertcollege",Zoutestraat 61 a,/middelbare-scholen/hulst/25442/de-argo-locatie-reijnaertcollege/,Algemeen bijzonder,11.0,Hulst,Middle School
Reynaert College locatie Zoutestraat,Zoutestraat 61 A,/middelbare-scholen/hulst/24952/reynaert-college-locatie-zoutestraat/,Katholiek Voortgezet,673.0,Hulst,Middle School
Reynaert College locatie Gildenstraat,Gildenstraat 1,/middelbare-scholen/hulst/24929/reynaert-college-locatie-gildenstraat/,Katholiek Voortgezet,416.0,Hulst,Middle School
Praktijkschool Hulst,Frederik Hendriklaan 16,/middelbare-scholen/hulst/24930/praktijkschool-hulst/,Katholiek Voortgezet,78.0,Hulst,Middle School
Pvo Hurdegaryp Tjalling Koopmans,Easter Omwei 7,/middelbare-scholen/hurdegaryp/22499/pvo-hurdegaryp-tjalling-koopmans/,Overige Voortgezet,282.0,Hurdegaryp,Middle School
Technisch College Velsen,Briniostraat 12,/middelbare-scholen/ijmuiden/2522/technisch-college-velsen/,Overige Voortgezet,354.0,IJmuiden,Middle School
Maritiem College IJmuiden,Briniostraat 10,/middelbare-scholen/ijmuiden/2523/maritiem-college-ijmuiden/,Overige Voortgezet,63.0,IJmuiden,Middle School
Tendercollege VMBO-LWOO,Eenhoornstraat 8,/middelbare-scholen/ijmuiden/2527/tendercollege-vmbo-lwoo/,Overige Voortgezet,127.0,IJmuiden,Middle School
Tender College Praktijkonderwijs,Eenhoornstraat 4,/middelbare-scholen/ijmuiden/2538/tender-college-praktijkonderwijs/,Algemeen bijzonder,152.0,IJmuiden,Middle School
Opb SGM Vellesan College,Briniostraat 16,/middelbare-scholen/ijmuiden/2549/opb-sgm-vellesan-college/,Openbaar Voortgezet,1298.0,IJmuiden,Middle School
Scholengemeenschap Pieter Zandt voor Lyceum Havo Vmbo Pro,Grafhorsterweg 53,/middelbare-scholen/ijsselmuiden/851/scholengemeenschap-pieter-zandt-voor-lyceum-havo-vmbo-pro/,Prot. christelijk,242.0,IJsselmuiden,Middle School
"De Baanbreker, school voor praktijkonderwijs",Baden Powellweg 1,/middelbare-scholen/ijsselstein/24902/de-baanbreker-school-voor-praktijkonderwijs/,Algemeen bijzonder,172.0,IJsselstein,Middle School
RK SGM Cals College,Hogedijk 1,/middelbare-scholen/ijsselstein/2905/rk-sgm-cals-college/,Katholiek Voortgezet,826.0,IJsselstein,Middle School
Plein Joure (Bornego),Pasteurweg 3,/middelbare-scholen/joure/1167/plein-joure-bornego/,Prot. christelijk,233.0,Joure,Middle School
Plein Joure (Sevenwolden),Pasteurweg 1,/middelbare-scholen/joure/2603/plein-joure-sevenwolden/,Openbaar Voortgezet,320.0,Joure,Middle School
Junior College,Akkerbouwstraat 1,/middelbare-scholen/julianadorp/22470/junior-college/,Samenwerking Voortgezet,343.0,Julianadorp,Middle School
"Vespucci College, Curaçao",St. Michielsweg 14-S,/middelbare-scholen/julianadorp-curaçao-caribisch-nederland/25345/vespucci-college-curacao/,Overige Voortgezet,,"Julianadorp, Curaçao, Caribisch Nederland",Middle School
Van Haestrecht College,Vossenbergselaan 8,/middelbare-scholen/kaatsheuvel/1878/van-haestrecht-college/,Katholiek Voortgezet,343.0,Kaatsheuvel,Middle School
"Almere College locatie Marinus Post, ontmoetingsschool voor mavo, havo, atheneum en gymnasium",Marinus Postlaan 1,/middelbare-scholen/kampen/146/almere-college-locatie-marinus-post-ontmoetingsschool-voor-mavo-havo-atheneum-en-gymnasium/,Openbaar Voortgezet,552.0,Kampen,Middle School
Almere College Vmbo Basis/Kader (VIA),Flevoweg 68,/middelbare-scholen/kampen/148/almere-college-vmbo-basis-kader-via/,Openbaar Voortgezet,179.0,Kampen,Middle School
Almere College locatie: Veenmos,Veenmos 34,/middelbare-scholen/kampen/24169/almere-college-locatie-veenmos/,Openbaar Voortgezet,152.0,Kampen,Middle School
SGM Pieter Zandt,Kamperstraatweg 1a,/middelbare-scholen/kampen/848/sgm-pieter-zandt/,Prot. christelijk,1658.0,Kampen,Middle School
Ichthus College - MAVO en HAVO route,Jan Ligthartstraat 1A en 5,/middelbare-scholen/kampen/2278/ichthus-college-mavo-en-havo-route/,Prot. christelijk,629.0,Kampen,Middle School
Ichthus College - Academische Route,Jan Ligthartstraat 1A en 5,/middelbare-scholen/kampen/2279/ichthus-college-academische-route/,Prot. christelijk,432.0,Kampen,Middle School
Ichthus College Vakroute (VIA),Flevoweg 68,/middelbare-scholen/kampen/2282/ichthus-college-vakroute-via/,Prot. christelijk,365.0,Kampen,Middle School
Ichthus College Kampen Praktijkroute (PRO),Flevoweg 68,/middelbare-scholen/kampen/2284/ichthus-college-kampen-praktijkroute-pro/,Prot. christelijk,105.0,Kampen,Middle School
VSO de Spanker,Hoefblad 9,/middelbare-scholen/kampen/23705/vso-de-spanker/,Prot. christelijk,73.0,Kampen,Middle School
Pvo Kapelle Isaac Beeckman,Stationsstraat 51,/middelbare-scholen/kapelle/2737/pvo-kapelle-isaac-beeckman/,Overige Voortgezet,310.0,Kapelle,Middle School
School voor (Voortgezet) Speciaal Onderwijs Eben-Haezer,Coxstraat 9,/middelbare-scholen/kapelle/12289/school-voor-voortgezet-speciaal-onderwijs-eben-haezer/,Prot. christelijk,38.0,Kapelle,Middle School
Vakcollege Rijnmond,Louise de Colignylaan 2,/middelbare-scholen/katwijk/1409/vakcollege-rijnmond/,Prot. christelijk,691.0,Katwijk,Middle School
Pieter Groen,Helmbergweg 10,/middelbare-scholen/katwijk/1410/pieter-groen/,Prot. christelijk,1359.0,Katwijk,Middle School
Limes Praktijkonderwijs,Louise de Colignylaan 5,/middelbare-scholen/katwijk/1412/limes-praktijkonderwijs/,Prot. christelijk,198.0,Katwijk,Middle School
ZMLK School St Jan Baptist,Schoolstraat 81,/middelbare-scholen/kerkrade/6512/zmlk-school-st-jan-baptist/,Algemeen bijzonder,79.0,Kerkrade,Middle School
"Beroepscollege Parkstad Limburg, locatie Holz",Richerstraat 35,/middelbare-scholen/kerkrade/3213/beroepscollege-parkstad-limburg-locatie-holz/,Katholiek Voortgezet,326.0,Kerkrade,Middle School
RSG Pantarijn locatie Kesteren,Vicuslaan 2,/middelbare-scholen/kesteren/516/rsg-pantarijn-locatie-kesteren/,Openbaar Voortgezet,343.0,Kesteren,Middle School
Yuverta vmbo en het groene lyceum Kesteren,Industrieweg 4,/middelbare-scholen/kesteren/26165/yuverta-vmbo-en-het-groene-lyceum-kesteren/,Overige Voortgezet,332.0,Kesteren,Middle School
Van Lodenstein College locatie Kesteren,Kasteelstraat 2,/middelbare-scholen/kesteren/2614/van-lodenstein-college-locatie-kesteren/,Prot. christelijk,1109.0,Kesteren,Middle School
Yuverta vmbo Klaaswaal,Rijksstraatweg 30 B,/middelbare-scholen/klaaswaal/1703/yuverta-vmbo-klaaswaal/,Overige Voortgezet,406.0,Klaaswaal,Middle School
Esdal College Locatie Klazienaveen,Van Echtenstraat 22,/middelbare-scholen/klazienaveen/2759/esdal-college-locatie-klazienaveen/,Openbaar Voortgezet,452.0,Klazienaveen,Middle School
"OdyZee, hoofdlocatie Kloetinge",Oostmolenweg 81,/middelbare-scholen/kloetinge-gem-goes/22384/odyzee-hoofdlocatie-kloetinge/,Algemeen bijzonder,126.0,Kloetinge (Gem. Goes),Middle School
"!mpulse Kollum, school van OSG Piter Jelles",Gerrit Bleekerstraat 3,/middelbare-scholen/kollum/439/mpulse-kollum-school-van-osg-piter-jelles/,Openbaar Voortgezet,351.0,Kollum,Middle School
Lauwers College Kollum,Gerrit Bleekerstraat 3,/middelbare-scholen/kollum/866/lauwers-college-kollum/,Prot. christelijk,318.0,Kollum,Middle School
Portalis,Boerestreek 24,/middelbare-scholen/kortehemmen/12386/portalis/,Algemeen bijzonder,5.0,Kortehemmen,Middle School
Portalis,Boerestreek 24,/middelbare-scholen/kortehemmen/23052/portalis/,Algemeen bijzonder,16.0,Kortehemmen,Middle School
csg Bogerman Koudum,Ds L Tinholtstraat 3c,/middelbare-scholen/koudum/998/csg-bogerman-koudum/,Prot. christelijk,168.0,Koudum,Middle School
Calvijn College Krabbendijke Kerkpolder,Kerkpolder 50,/middelbare-scholen/krabbendijke/2676/calvijn-college-krabbendijke-kerkpolder/,Prot. christelijk,472.0,Krabbendijke,Middle School
Calvijn College Krabbendijke Appelstraat,Appelstraat 4,/middelbare-scholen/krabbendijke/2679/calvijn-college-krabbendijke-appelstraat/,Prot. christelijk,539.0,Krabbendijke,Middle School
Scholengemeenschap Bonaire Liseo Boneriano (mhv),Kaya Amsterdam z/n,/middelbare-scholen/kralendijk-bonaire-caribisch-nederland/25348/scholengemeenschap-bonaire-liseo-boneriano-mhv/,Overige Voortgezet,,"Kralendijk, Bonaire, Caribisch Nederland",Middle School
Scholengemeenschap Bonaire SLP,Kaya Frater Odulfinus z/n,/middelbare-scholen/kralendijk-bonaire-caribisch-nederland/25349/scholengemeenschap-bonaire-slp/,Overige Voortgezet,,"Kralendijk, Bonaire, Caribisch Nederland",Middle School
Scholengemeenschap Bonaire VMBO,Kaya Frater Odulfinus z/n,/middelbare-scholen/kralendijk-bonaire-caribisch-nederland/25350/scholengemeenschap-bonaire-vmbo/,Overige Voortgezet,,"Kralendijk, Bonaire, Caribisch Nederland",Middle School
Comenius College Krimpen,Boezemdreef 1,/middelbare-scholen/krimpen-aan-den-ijssel/603/comenius-college-krimpen/,Prot. christelijk,382.0,Krimpen aan den IJssel,Middle School
Krimpenerwaard College,Groene Wetering 1,/middelbare-scholen/krimpen-aan-den-ijssel/2840/krimpenerwaard-college/,Algemeen bijzonder,863.0,Krimpen aan den IJssel,Middle School
Bertrand Russell college,Erasmusstraat 1 en Erasmusstraat 28,/middelbare-scholen/krommenie/2416/bertrand-russell-college/,Openbaar Voortgezet,1068.0,Krommenie,Middle School
Trias VMBO,Saendelverlaan 1,/middelbare-scholen/krommenie/2421/trias-vmbo/,Openbaar Voortgezet,1133.0,Krommenie,Middle School
Scholengroep Krommenie voor Vwo Havo Mavo Vbo Lwoo loc. ISK Zaanstad,Saendelverlaan 1 a,/middelbare-scholen/krommenie/26123/scholengroep-krommenie-voor-vwo-havo-mavo-vbo-lwoo-loc-isk-zaanstad/,Openbaar Voortgezet,168.0,Krommenie,Middle School
Altra College Zaanstreek,Jupiterstraat 143,/middelbare-scholen/krommenie/26264/altra-college-zaanstreek/,Algemeen bijzonder,111.0,Krommenie,Middle School
Locatie Eijkhagen,Eijkhagenlaan 31,/middelbare-scholen/landgraaf/3211/locatie-eijkhagen/,Katholiek Voortgezet,1437.0,Landgraaf,Middle School
"Beroepscollege Parkstad Limburg, locatie Brandenberg",Graafstraat 10,/middelbare-scholen/landgraaf/3212/beroepscollege-parkstad-limburg-locatie-brandenberg/,Katholiek Voortgezet,495.0,Landgraaf,Middle School
Laar & Berg,Langsakker 4,/middelbare-scholen/laren/1354/laar-en-berg/,Overige Voortgezet,871.0,Laren,Middle School
College De Brink,Kerklaan 6,/middelbare-scholen/laren/1393/college-de-brink/,Algemeen bijzonder,536.0,Laren,Middle School
"Gooise Scholenfederatie, vwo, havo, vmbo, locatie ISK Het Gooi",Kerklaan 6,/middelbare-scholen/laren/3273/gooise-scholenfederatie-vwo-havo-vmbo-locatie-isk-het-gooi/,Overige Voortgezet,275.0,Laren,Middle School
"rsg de Borgen, Nijeborg",Waezenburglaan 51 en 51 a,/middelbare-scholen/leek/1744/rsg-de-borgen-nijeborg/,Overige Voortgezet,514.0,Leek,Middle School
"rsg de Borgen, Lindenborg",Waezenburglaan 55,/middelbare-scholen/leek/1746/rsg-de-borgen-lindenborg/,Algemeen bijzonder,984.0,Leek,Middle School
De Joost,Joost de Jongestraat 45,/middelbare-scholen/leerdam/4473/de-joost/,Prot. christelijk,195.0,Leerdam,Middle School
Het Heerenlanden,Eksterlaan 48,/middelbare-scholen/leerdam/3354/het-heerenlanden/,Prot. christelijk,711.0,Leerdam,Middle School
"Leeuwarder Lyceum, school van OSG Piter Jelles",Dr. Jacob Botkeweg 3,/middelbare-scholen/leeuwarden/438/leeuwarder-lyceum-school-van-osg-piter-jelles/,Openbaar Voortgezet,767.0,Leeuwarden,Middle School
"Stedelijk Gymnasium, school van OSG Piter Jelles",Noorderweg 1,/middelbare-scholen/leeuwarden/440/stedelijk-gymnasium-school-van-osg-piter-jelles/,Openbaar Voortgezet,453.0,Leeuwarden,Middle School
"YnSicht, school van OSG Piter Jelles",Prinsessenweg 4,/middelbare-scholen/leeuwarden/441/ynsicht-school-van-osg-piter-jelles/,Openbaar Voortgezet,440.0,Leeuwarden,Middle School
"De Dyk, school van OSG Piter Jelles",Egelantierstraat 86,/middelbare-scholen/leeuwarden/442/de-dyk-school-van-osg-piter-jelles/,Openbaar Voortgezet,453.0,Leeuwarden,Middle School
"Montessori High School, school van OSG Piter Jelles",Douwe Kalmaleane 2,/middelbare-scholen/leeuwarden/443/montessori-high-school-school-van-osg-piter-jelles/,Openbaar Voortgezet,442.0,Leeuwarden,Middle School
"!mpulse Leeuwarden, school van OSG Piter Jelles",Douwe Kalmaleane 4,/middelbare-scholen/leeuwarden/446/mpulse-leeuwarden-school-van-osg-piter-jelles/,Openbaar Voortgezet,450.0,Leeuwarden,Middle School
"De Brêge, school van OSG Piter Jelles",Egelantierstraat 88,/middelbare-scholen/leeuwarden/449/de-brege-school-van-osg-piter-jelles/,Openbaar Voortgezet,223.0,Leeuwarden,Middle School
"ISK, school van OSG Piter Jelles",Hempenserweg 33,/middelbare-scholen/leeuwarden/22467/isk-school-van-osg-piter-jelles/,Openbaar Voortgezet,192.0,Leeuwarden,Middle School
Openbare Scholengemeenschap Piter Jelles voor Lyceum Havo Mavo Vbo Lwoo,Melkemastate 29,/middelbare-scholen/leeuwarden/24146/openbare-scholengemeenschap-piter-jelles-voor-lyceum-havo-mavo-vbo-lwoo/,Openbaar Voortgezet,66.0,Leeuwarden,Middle School
Aeres VMBO Leeuwarden,Jansoniusstraat 2,/middelbare-scholen/leeuwarden/26211/aeres-vmbo-leeuwarden/,Overige Voortgezet,463.0,Leeuwarden,Middle School
"CSG Comenius, Mariënburg",Achter de Hoven 118,/middelbare-scholen/leeuwarden/2136/csg-comenius-marienburg/,Prot. christelijk,1442.0,Leeuwarden,Middle School
"CSG Comenius, Zamenhof",Robert Kochstraat 6,/middelbare-scholen/leeuwarden/2138/csg-comenius-zamenhof/,Prot. christelijk,719.0,Leeuwarden,Middle School
"CSG Comenius, Esdoorn",Esdoornstraat 52,/middelbare-scholen/leeuwarden/2139/csg-comenius-esdoorn/,Prot. christelijk,407.0,Leeuwarden,Middle School
"CSG Comenius, @Forum",Plataanstraat 1,/middelbare-scholen/leeuwarden/24158/csg-comenius-aforum/,Prot. christelijk,339.0,Leeuwarden,Middle School
Chr. Gymnasium Beyers Naudé,Gymnasiumstraat 36,/middelbare-scholen/leeuwarden/2143/chr-gymnasium-beyers-naude/,Prot. christelijk,468.0,Leeuwarden,Middle School
De Monoliet,Cornelis Trooststraat 29,/middelbare-scholen/leeuwarden/6211/de-monoliet/,Algemeen bijzonder,305.0,Leeuwarden,Middle School
Fier Fryslan,Holstmeerweg 1,/middelbare-scholen/leeuwarden/24961/fier-fryslan/,Algemeen bijzonder,11.0,Leeuwarden,Middle School
Gomarus College Leeuwarden,Irenestraat 5,/middelbare-scholen/leeuwarden/2654/gomarus-college-leeuwarden/,Overige Voortgezet,428.0,Leeuwarden,Middle School
Openbaar ZML-School Leeuwarden-Franeker It Twaluk,Haydnstraat 2,/middelbare-scholen/leeuwarden/23227/openbaar-zml-school-leeuwarden-franeker-it-twaluk/,Openbaar Voortgezet,97.0,Leeuwarden,Middle School
Leo Kannercollege VSO,Cesar Franckstraat 9,/middelbare-scholen/leiden/8900/leo-kannercollege-vso/,Algemeen bijzonder,309.0,Leiden,Middle School
Het Vlietland College,Apollolaan 262,/middelbare-scholen/leiden/970/het-vlietland-college/,Samenwerking Voortgezet,940.0,Leiden,Middle School
"Scholengroep Driestar-Wartburg, locatie Leiden",Vennemeerstraat 5,/middelbare-scholen/leiden/1442/scholengroep-driestar-wartburg-locatie-leiden/,Overige Voortgezet,465.0,Leiden,Middle School
Het Waterland,Boerhaavelaan 345,/middelbare-scholen/leiden/1772/het-waterland/,Algemeen bijzonder,250.0,Leiden,Middle School
Auris College Leiden,Obrechtstraat 4,/middelbare-scholen/leiden/23882/auris-college-leiden/,Prot. christelijk,72.0,Leiden,Middle School
Korte Vlietsch voor ZMLK,Schubertlaan 131,/middelbare-scholen/leiden/11109/korte-vlietsch-voor-zmlk/,Algemeen bijzonder,148.0,Leiden,Middle School
Mytylschool De Thermiek,Blauwe Vogelweg 1,/middelbare-scholen/leiden/11110/mytylschool-de-thermiek/,Algemeen bijzonder,100.0,Leiden,Middle School
Stedelijk Gymnasium Leiden (locatie Athena),Fruinlaan 15,/middelbare-scholen/leiden/2777/stedelijk-gymnasium-leiden-locatie-athena/,Openbaar Voortgezet,879.0,Leiden,Middle School
Stedelijk Gymnasium Leiden (locatie Socrates),Nieuwe Marnixstraat 90,/middelbare-scholen/leiden/3283/stedelijk-gymnasium-leiden-locatie-socrates/,Openbaar Voortgezet,869.0,Leiden,Middle School
Leonardo College voor Atheneum Havo Mavo,Telderskade 48,/middelbare-scholen/leiden/2781/leonardo-college-voor-atheneum-havo-mavo/,Openbaar Voortgezet,896.0,Leiden,Middle School
"Da Vinci College Kagerstraat, VWO, HAVO en MAVO",Kagerstraat 7,/middelbare-scholen/leiden/2783/da-vinci-college-kagerstraat-vwo-havo-en-mavo/,Openbaar Voortgezet,1345.0,Leiden,Middle School
"Da Vinci College Lammenschans, vmbo basis- en kaderberoeps en mavo",Betaplein 24,/middelbare-scholen/leiden/2784/da-vinci-college-lammenschans-vmbo-basis-en-kaderberoeps-en-mavo/,Openbaar Voortgezet,534.0,Leiden,Middle School
Da Vinci City College / ISK,Vijf Meilaan 137,/middelbare-scholen/leiden/24553/da-vinci-city-college-isk/,Openbaar Voortgezet,296.0,Leiden,Middle School
Visser 't Hooft Lyceum Kagerstraat,Kagerstraat 1,/middelbare-scholen/leiden/4442/visser-t-hooft-lyceum-kagerstraat/,Overige Voortgezet,1343.0,Leiden,Middle School
Bonaventura College Burggravenlaan,Burggravenlaan 2,/middelbare-scholen/leiden/2955/bonaventura-college-burggravenlaan/,Katholiek Voortgezet,599.0,Leiden,Middle School
Bonaventura Lyceum Mariënpoelstraat,Mariënpoelstraat 6,/middelbare-scholen/leiden/2957/bonaventura-lyceum-marienpoelstraat/,Katholiek Voortgezet,844.0,Leiden,Middle School
Beroepscollege Leystede,Van Swietenstraat 2,/middelbare-scholen/leiden/2958/beroepscollege-leystede/,Overige Voortgezet,574.0,Leiden,Middle School
Bonaventuracollege SGM voor Gym. Ath. Havo Vmbo,Kernstraat 6,/middelbare-scholen/leiden/26130/bonaventuracollege-sgm-voor-gym-ath-havo-vmbo/,Overige Voortgezet,120.0,Leiden,Middle School
Marecollege,Sumatrastraat 120,/middelbare-scholen/leiden/23762/marecollege/,Algemeen bijzonder,643.0,Leiden,Middle School
